id_transaccion,comercio,fecha,monto,categoria_comercio,edad_cliente,metodo_pago,es_fraude
L1-000337,GourmetPlus,2025-02-16,124.33,Educacion,21.0,transferencia,0
L1-000338,FarmaVida,2025-03-08,79.55,tecnologia,,tarjeta credito,0
L1-000339,ModaViva,2025-02-25,150.7,Moda,43.0,Efectivo,1
L1-000340,TiendaExpress,2025-04-20,159.27,Tecnologia,26.0,Transferencia,0
L1-000341,FarmaVida,2025-04-24,151.08,DEP,46.0,transferencia,0
L1-000342,TiendaExpress,2025-06-16,103.82,Educacion,18.0,transferencia,0
L1-000343,TiendaExpress,2025-04-18,97.34,hogar,28.0,TRANSF,0
L1-000344,ModaViva,2025-03-08,117.35,Educacion,31.0,TRANSF,0
L1-000345,DeportesTotal,2025-06-21,71.13,Tecnologia,31.0,Tarjeta Debito,0
L1-000346,TiendaExpress,2025-03-01,102.04,TECH,35.0,TC,0
L1-000347,LibreriaCentral,2025-04-04,43.97,Deportes,43.0,tarjeta debito,0
L1-000348,LibreriaCentral,2025-06-18,57.36,Moda,42.0,TD,0
L1-000349,TecnoCenter,2025-01-29,102.6,deportes,50.0,transferencia,0
L1-000350,FarmaVida,2025-04-08,57.5,educacion,,TD,0
L1-000351,AutoRepuestos,2025-05-29,108.41,hogar,35.0,transferencia,0
L1-000352,AutoRepuestos,2025-01-26,66.23,Farmacia,31.0,Tarjeta Debito,0
L1-000353,TecnoCenter,2025-04-19,73.3,hogar,39.0,tarjeta debito,0
L1-000354,GourmetPlus,2025-05-16,83.6,Farmacia,18.0,Tarjeta Credito,0
L1-000355,LibreriaCentral,2025-06-05,62.45,hogar,24.0,EFE,0
L1-000356,FarmaVida,2025-03-30,105.25,Farmacia,,,0
L1-000357,DeportesTotal,2025-04-28,101.45,EDU,21.0,TRANSF,0
L1-000358,TiendaExpress,2025-04-06,100.17,hogar,54.0,Efectivo,0
L1-000359,FarmaVida,2025-05-05,105.33,tecnologia,35.0,EFE,0
L1-000360,AutoRepuestos,2025-01-26,95.2,automotriz,51.0,Transferencia,0
L1-000361,FarmaVida,2025-05-12,134.29,deportes,35.0,transferencia,0
L1-000362,HogarFacil,2025-06-01,131.77,deportes,45.0,TRANSF,0
L1-000363,TecnoCenter,2025-01-02,118.61,AUTO,28.0,Tarjeta Debito,0
L1-000364,ModaViva,2025-04-25,90.84,farmacia,47.0,Tarjeta Debito,0
L1-000365,TecnoCenter,2025-05-07,86.13,automotriz,47.0,EFE,0
L1-000366,TecnoCenter,2025-05-31,19.8,Alimentos,34.0,TC,0
L1-000367,HogarFacil,2025-02-19,57.76,Automotriz,18.0,TRANSF,1
L1-000368,AutoRepuestos,2025-04-21,88.86,Moda,25.0,Efectivo,0
L1-000369,SuperMax,2025-05-22,23.94,Alimentos,43.0,TC,0
L1-000370,HogarFacil,2025-03-16,38.94,Moda,28.0,EFE,0
L1-000371,SuperMax,2025-06-20,48.83,RETAIL,18.0,Tarjeta Debito,0
L1-000372,TecnoCenter,2025-04-12,81.7,FARM,,Transferencia,0
L1-000373,FarmaVida,2025-01-03,54.48,moda,35.0,TRANSF,0
L1-000374,FarmaVida,2025-04-03,122.23,Deportes,25.0,tarjeta credito,0
L1-000375,GourmetPlus,2025-03-30,88.58,Tecnologia,57.0,Transferencia,0
L1-000376,LibreriaCentral,2025-05-02,103.5,moda,35.0,EFE,0
L1-000377,FarmaVida,2025-01-10,36.17,Farmacia,46.0,transferencia,0
L1-000378,FarmaVida,2025-06-04,88.47,Automotriz,29.0,efectivo,0
L1-000379,TiendaExpress,2025-05-21,100.35,Moda,52.0,Tarjeta Debito,0
L1-000380,HogarFacil,2025-03-26,113.22,moda,50.0,TC,0
L1-000381,AutoRepuestos,2025-04-07,2.61,EDU,39.0,Tarjeta Debito,0
L1-000382,TecnoCenter,2025-01-04,133.15,retail,18.0,Tarjeta Credito,0
L1-000383,SuperMax,2025-05-29,94.05,AUTO,34.0,TRANSF,0
L1-000384,GourmetPlus,2025-05-16,49.91,Deportes,26.0,Efectivo,0
L1-000385,AutoRepuestos,2025-03-21,165.19,educacion,30.0,tarjeta debito,0
L1-000386,TiendaExpress,2025-02-28,23.61,farmacia,51.0,transferencia,0
L1-000387,ModaViva,2025-01-18,126.05,EDU,39.0,Efectivo,0
L1-000388,TiendaExpress,2025-06-22,119.48,educacion,38.0,Efectivo,0
L1-000389,TiendaExpress,2025-01-12,148.96,Alimentos,50.0,tarjeta debito,0
L1-000390,TecnoCenter,2025-04-19,126.86,tecnologia,30.0,TD,0
L1-000391,GourmetPlus,2025-03-23,69.52,RETAIL,24.0,efectivo,0
L1-000392,FarmaVida,2025-03-15,19.08,moda,30.0,transferencia,0
L1-000393,ModaViva,2025-02-17,82.56,deportes,87.0,Tarjeta Credito,0
L1-000394,DeportesTotal,2025-02-03,79.52,Farmacia,33.0,TRANSF,0
L1-000395,LibreriaCentral,2025-06-13,63.82,automotriz,45.0,tarjeta credito,0
L1-000396,TecnoCenter,2025-02-11,99.85,educacion,48.0,transferencia,0
L1-000397,DeportesTotal,2025-06-02,23.33,Moda,,TD,0
L1-000398,GourmetPlus,2025-02-15,164.01,RETAIL,35.0,,0
L1-000399,ModaViva,2025-02-06,124.78,ALIM,47.0,tarjeta debito,0
L1-000400,FarmaVida,2025-02-01,43.49,ALIM,,efectivo,0
L1-000401,ModaViva,2025-02-04,70.53,educacion,42.0,,0
L1-000402,LibreriaCentral,2025-03-20,67.7,ALIM,50.0,tarjeta credito,0
L1-000403,LibreriaCentral,2025-01-02,109.5,Hogar,36.0,Tarjeta Debito,0
L1-000404,GourmetPlus,2025-02-09,101.01,Automotriz,48.0,tarjeta debito,0
L1-000405,TiendaExpress,2025-04-12,141.98,FARM,29.0,TD,0
L1-000406,TiendaExpress,2025-02-06,60.64,Moda,30.0,transferencia,0
L1-000407,ModaViva,2025-05-29,46.92,hogar,32.0,efectivo,0
L1-000408,HogarFacil,2025-03-11,93.29,Educacion,31.0,Transferencia,0
L1-000409,TecnoCenter,2025-04-12,91.99,Deportes,26.0,transferencia,0
L1-000410,TiendaExpress,2025-05-10,21.02,Moda,52.0,Tarjeta Debito,0
L1-000411,LibreriaCentral,2025-01-17,66.54,EDU,35.0,transferencia,0
L1-000412,DeportesTotal,2025-05-02,70.76,ALIM,24.0,TD,0
L1-000413,SuperMax,2025-05-21,132.04,moda,29.0,TC,0
L1-000414,GourmetPlus,2025-02-23,,AUTO,29.0,EFE,0
L1-000415,FarmaVida,2025-02-07,69.75,hogar,36.0,Efectivo,0
L1-000416,LibreriaCentral,2025-03-27,123.5,hogar,46.0,efectivo,0
L1-000417,DeportesTotal,2025-01-20,120.59,AUTO,45.0,Tarjeta Credito,0
L1-000418,SuperMax,2025-05-16,48.82,Farmacia,39.0,Transferencia,0
L1-000419,AutoRepuestos,2025-06-25,71.85,DEP,41.0,tarjeta debito,0
L1-000420,AutoRepuestos,2025-04-25,90.92,EDU,32.0,Tarjeta Debito,0
L1-000421,GourmetPlus,2025-05-04,116.87,Retail,,TC,0
L1-000422,SuperMax,2025-03-11,107.26,EDU,27.0,TRANSF,0
L1-000423,AutoRepuestos,2025-06-07,59.43,,49.0,Efectivo,0
L1-000424,DeportesTotal,2025-04-21,9.09,Retail,21.0,TRANSF,1
L1-000425,AutoRepuestos,2025-01-30,106.15,retail,23.0,transferencia,0
L1-000426,GourmetPlus,2025-01-23,45.62,hogar,43.0,Transferencia,0
L1-000427,AutoRepuestos,2025-04-04,81.14,farmacia,30.0,transferencia,0
L1-000428,AutoRepuestos,2025-06-14,,tecnologia,36.0,TD,0
L1-000429,ModaViva,2025-04-20,101.75,ALIM,24.0,Tarjeta Debito,0
L1-000430,FarmaVida,2025-04-06,97.54,RETAIL,49.0,TC,1
L1-000431,GourmetPlus,2025-01-27,101.93,Moda,59.0,Efectivo,0
L1-000432,FarmaVida,2025-05-22,47.85,automotriz,31.0,TC,0
L1-000433,TecnoCenter,2025-05-14,44.22,farmacia,21.0,TD,0
L1-000434,TiendaExpress,2025-06-20,112.04,Moda,39.0,Transferencia,0
L1-000435,AutoRepuestos,2025-01-22,115.29,Retail,43.0,efectivo,0
L1-000436,SuperMax,2025-06-08,82.39,Automotriz,40.0,efectivo,0
L1-000437,ModaViva,2025-04-03,93.67,alimentos,45.0,TRANSF,0
L1-000438,ModaViva,2025-06-22,53.02,MODA,59.0,TD,0
L1-000439,HogarFacil,2025-03-24,154.17,Farmacia,,transferencia,0
L1-000440,GourmetPlus,2025-02-08,2408.19,alimentos,41.0,Tarjeta Debito,0
L1-000441,DeportesTotal,2025-05-10,60.95,Moda,37.0,Tarjeta Credito,0
L1-000442,SuperMax,2025-02-24,49.98,ALIM,,Tarjeta Credito,0
L1-000443,TiendaExpress,2025-06-11,92.19,RETAIL,40.0,Transferencia,0
L1-000444,DeportesTotal,2025-01-03,82.71,farmacia,22.0,TRANSF,0
L1-000445,TecnoCenter,2025-06-04,54.14,automotriz,42.0,tarjeta credito,0
L1-000446,HogarFacil,2025-06-28,78.65,ALIM,38.0,TC,0
L1-000447,HogarFacil,2025-03-09,80.62,DEP,46.0,transferencia,0
L1-000448,TiendaExpress,2025-03-30,176.47,deportes,46.0,tarjeta debito,0
L1-000449,SuperMax,2025-05-11,106.26,retail,46.0,tarjeta credito,0
L1-000450,DeportesTotal,2025-05-04,,,30.0,tarjeta credito,0
L1-000451,AutoRepuestos,2025-06-05,63.53,farmacia,,TD,0
L1-000452,HogarFacil,2025-04-21,60.13,FARM,37.0,Tarjeta Debito,0
L1-000453,LibreriaCentral,2025-02-26,147.29,farmacia,40.0,Tarjeta Debito,0
L1-000454,SuperMax,2025-02-27,107.03,automotriz,,TC,0
L1-000455,SuperMax,2025-05-04,85.59,RETAIL,31.0,TD,0
L1-000456,ModaViva,2025-05-05,40.28,Farmacia,44.0,TRANSF,0
L1-000457,TiendaExpress,2025-01-10,36.64,Farmacia,39.0,Transferencia,0
L1-000458,FarmaVida,2025-06-27,135.81,Farmacia,29.0,Tarjeta Credito,1
L1-000459,HogarFacil,2025-04-06,129.53,ALIM,42.0,efectivo,0
L1-000460,FarmaVida,2025-02-19,97.06,ALIM,33.0,Efectivo,0
L1-000461,DeportesTotal,2025-05-26,82.33,educacion,49.0,efectivo,0
L1-000462,LibreriaCentral,2025-06-06,120.61,retail,48.0,tarjeta credito,0
L1-000463,AutoRepuestos,2025-01-28,114.47,MODA,27.0,EFE,0
L1-000464,TecnoCenter,2025-02-28,181.43,automotriz,38.0,Tarjeta Debito,0
L1-000465,AutoRepuestos,2025-03-14,77.3,Retail,,TD,0
L1-000466,DeportesTotal,2025-04-01,107.46,Tecnologia,35.0,TRANSF,0
L1-000467,FarmaVida,2025-02-15,117.08,farmacia,32.0,tarjeta credito,0
L1-000468,ModaViva,2025-03-07,,Retail,49.0,TC,0
L1-000469,SuperMax,2025-01-15,171.58,FARM,,Efectivo,0
L1-000470,DeportesTotal,2025-01-26,132.39,RETAIL,18.0,tarjeta debito,0
L1-000471,GourmetPlus,2025-01-14,27.91,RETAIL,39.0,tarjeta credito,0
L1-000472,FarmaVida,2025-01-12,110.28,ALIM,35.0,TRANSF,0
L1-000473,SuperMax,2025-04-25,99.67,Alimentos,26.0,TRANSF,0
L1-000474,AutoRepuestos,2025-05-16,25.14,AUTO,29.0,transferencia,0
L1-000475,TiendaExpress,2025-03-10,58.36,Automotriz,26.0,Transferencia,0
L1-000476,TecnoCenter,2025-03-11,80.33,DEP,18.0,transferencia,0
L1-000477,TecnoCenter,2025-04-29,127.98,Farmacia,44.0,efectivo,0
L1-000478,TiendaExpress,2025-04-02,160.56,Alimentos,40.0,tarjeta debito,0
L1-000479,LibreriaCentral,2025-04-21,123.92,FARM,55.0,Tarjeta Credito,0
L1-000480,AutoRepuestos,2025-01-16,108.64,AUTO,42.0,Tarjeta Debito,0
L1-000481,ModaViva,2025-02-09,,farmacia,51.0,Tarjeta Debito,0
L1-000482,TiendaExpress,2025-06-08,103.78,ALIM,50.0,Transferencia,0
L1-000483,AutoRepuestos,2025-04-12,97.08,moda,33.0,EFE,0
L1-000484,FarmaVida,2025-04-03,75.52,automotriz,40.0,EFE,0
L1-000485,TiendaExpress,2025-01-22,81.77,Hogar,41.0,tarjeta debito,0
L1-000486,SuperMax,2025-05-03,78.76,educacion,,Tarjeta Debito,0
L1-000487,SuperMax,2025-03-22,146.5,automotriz,,Tarjeta Credito,0
L1-000488,FarmaVida,2025-06-23,135.79,alimentos,42.0,tarjeta credito,0
L1-000489,DeportesTotal,2025-04-15,56.8,EDU,34.0,Tarjeta Debito,0
L1-000490,TiendaExpress,2025-03-27,11.76,moda,18.0,Efectivo,0
L1-000491,HogarFacil,2025-05-30,100.98,Tecnologia,31.0,tarjeta credito,0
L1-000492,GourmetPlus,2025-01-15,107.34,Alimentos,30.0,TRANSF,0
L1-000493,SuperMax,2025-04-30,88.12,deportes,35.0,tarjeta debito,0
L1-000494,GourmetPlus,2025-06-06,104.89,deportes,34.0,TRANSF,0
L1-000495,TiendaExpress,2025-05-29,92.0,Moda,26.0,Efectivo,0
L1-000496,DeportesTotal,2025-01-26,94.86,tecnologia,44.0,EFE,0
L1-000497,LibreriaCentral,2025-01-02,177.74,hogar,18.0,Efectivo,0
L1-000498,TiendaExpress,2025-05-28,111.73,Hogar,18.0,tarjeta credito,0
L1-000499,SuperMax,2025-03-29,12.44,ALIM,18.0,tarjeta credito,0
L1-000500,DeportesTotal,2025-02-28,64.01,educacion,,TC,0
L1-000501,TiendaExpress,2025-02-19,31.63,alimentos,25.0,TD,0
L1-000502,LibreriaCentral,2025-06-02,37.1,hogar,50.0,TC,0
L1-000503,AutoRepuestos,2025-03-18,57.65,tecnologia,42.0,Tarjeta Credito,0
L1-000504,GourmetPlus,2025-03-22,74.99,ALIM,23.0,TD,0
L1-000505,FarmaVida,2025-01-01,109.98,MODA,51.0,Efectivo,1
L1-000506,GourmetPlus,2025-06-06,1.0,deportes,27.0,tarjeta credito,0
L1-000507,TiendaExpress,2025-06-24,88.7,moda,57.0,Efectivo,0
L1-000508,TiendaExpress,2025-05-28,173.8,ALIM,38.0,transferencia,0
L1-000509,LibreriaCentral,2025-06-15,65.78,EDU,27.0,TRANSF,0
L1-000510,DeportesTotal,2025-01-21,157.21,Automotriz,42.0,tarjeta debito,0
L1-000511,ModaViva,2025-04-13,118.04,AUTO,43.0,Tarjeta Debito,0
L1-000512,HogarFacil,2025-01-25,160.51,RETAIL,50.0,Transferencia,0
L1-000513,GourmetPlus,2025-06-16,111.75,alimentos,25.0,TD,0
L1-000514,TiendaExpress,2025-03-02,1001.1,educacion,31.0,TD,0
L1-000515,TiendaExpress,2025-06-23,48.45,ALIM,29.0,efectivo,0
L1-000516,ModaViva,2025-04-03,64.42,FARM,,TRANSF,0
L1-000517,TecnoCenter,2025-06-02,7.9,alimentos,21.0,transferencia,0
L1-000518,FarmaVida,2025-06-05,86.16,TECH,25.0,TRANSF,0
L1-000519,GourmetPlus,2025-05-05,76.69,FARM,42.0,Tarjeta Credito,0
L1-000520,ModaViva,2025-04-09,157.33,farmacia,59.0,Tarjeta Debito,0
L1-000521,GourmetPlus,2025-01-11,39.19,hogar,49.0,efectivo,0
L1-000522,AutoRepuestos,2025-03-25,95.79,FARM,30.0,TC,0
L1-000523,FarmaVida,2025-02-25,83.09,alimentos,45.0,TRANSF,0
L1-000524,AutoRepuestos,2025-01-16,64.79,TECH,38.0,TC,0
L1-000525,HogarFacil,2025-05-02,76.18,RETAIL,47.0,efectivo,0
L1-000526,HogarFacil,2025-01-15,85.89,HOG,26.0,transferencia,0
L1-000527,FarmaVida,2025-03-23,125.22,Retail,18.0,EFE,0
L1-000528,LibreriaCentral,2025-05-09,163.77,AUTO,,transferencia,0
L1-000529,FarmaVida,2025-06-18,34.89,deportes,27.0,Tarjeta Debito,0
L1-000530,ModaViva,2025-04-10,130.17,DEP,39.0,,0
L1-000531,FarmaVida,2025-06-22,49.77,hogar,44.0,TD,0
L1-000532,TecnoCenter,2025-06-06,77.49,farmacia,38.0,tarjeta debito,0
L1-000533,GourmetPlus,2025-03-22,126.58,RETAIL,45.0,Tarjeta Credito,0
L1-000534,FarmaVida,2025-02-23,109.97,RETAIL,60.0,TRANSF,0
L1-000535,TecnoCenter,2025-01-07,41.39,ALIM,49.0,Tarjeta Credito,0
L1-000536,DeportesTotal,2025-05-05,34.27,farmacia,32.0,Tarjeta Credito,0
L1-000537,SuperMax,2025-02-06,114.77,alimentos,,transferencia,0
L1-000538,SuperMax,2025-03-29,140.79,hogar,63.0,TD,0
L1-000539,GourmetPlus,2025-04-19,64.0,TECH,21.0,TC,0
L1-000540,DeportesTotal,2025-01-07,33.77,,36.0,Tarjeta Credito,0
L1-000541,LibreriaCentral,2025-01-21,33.57,alimentos,42.0,tarjeta debito,0
L1-000542,GourmetPlus,2025-06-07,70.98,FARM,31.0,transferencia,0
L1-000543,DeportesTotal,2025-04-30,114.71,Hogar,25.0,tarjeta debito,0
L1-000544,HogarFacil,2025-01-17,64.37,EDU,18.0,Efectivo,0
L1-000545,FarmaVida,2025-06-29,110.14,AUTO,28.0,Tarjeta Debito,0
L1-000546,ModaViva,2025-03-05,42.85,moda,,TC,1
L1-000547,FarmaVida,2025-04-06,45.47,MODA,45.0,,0
L1-000548,TiendaExpress,2025-01-20,105.81,EDU,52.0,efectivo,0
L1-000549,ModaViva,2025-02-09,,ALIM,36.0,tarjeta credito,0
L1-000550,DeportesTotal,2025-01-19,73.98,alimentos,50.0,Tarjeta Credito,0
L1-000551,LibreriaCentral,2025-01-08,86.32,ALIM,39.0,EFE,0
L1-000552,TecnoCenter,2025-01-05,108.7,hogar,37.0,TRANSF,0
L1-000553,DeportesTotal,2025-03-20,141.08,FARM,19.0,efectivo,0
L1-000554,GourmetPlus,2025-05-26,39.14,deportes,47.0,Tarjeta Debito,0
L1-000555,FarmaVida,2025-04-21,,RETAIL,32.0,EFE,0
L1-000556,AutoRepuestos,2025-03-21,29.43,DEP,33.0,Transferencia,0
L1-000557,LibreriaCentral,2025-03-09,76.34,Automotriz,39.0,transferencia,0
L1-000558,AutoRepuestos,2025-01-14,82.89,Deportes,22.0,efectivo,0
L1-000559,AutoRepuestos,2025-03-11,131.11,Educacion,58.0,TD,0
L1-000560,GourmetPlus,2025-01-15,119.64,hogar,,TRANSF,0
L1-000561,HogarFacil,2025-05-16,74.68,AUTO,37.0,tarjeta credito,0
L1-000562,DeportesTotal,2025-06-23,,farmacia,39.0,EFE,0
L1-000563,GourmetPlus,2025-01-23,98.63,FARM,,Efectivo,1
L1-000564,FarmaVida,2025-02-24,68.51,Automotriz,22.0,EFE,0
L1-000565,DeportesTotal,2025-02-26,85.07,Deportes,37.0,TC,0
L1-000566,FarmaVida,2025-05-23,77.04,EDU,26.0,Tarjeta Debito,0
L1-000567,DeportesTotal,2025-01-24,72.23,retail,59.0,Tarjeta Debito,0
L1-000568,AutoRepuestos,2025-02-09,138.18,moda,,TC,1
L1-000569,TecnoCenter,2025-02-14,97.08,deportes,40.0,TD,0
L1-000570,DeportesTotal,2025-05-08,57.14,TECH,26.0,TD,0
L1-000571,LibreriaCentral,2025-03-28,10.61,Automotriz,66.0,EFE,0
L1-000572,DeportesTotal,2025-05-09,74.09,EDU,,Efectivo,0
L1-000573,AutoRepuestos,2025-04-22,,tecnologia,40.0,Tarjeta Debito,0
L1-000574,DeportesTotal,2025-05-25,90.58,AUTO,26.0,tarjeta credito,0
L1-000575,FarmaVida,2025-02-12,170.42,TECH,18.0,efectivo,0
L1-000576,AutoRepuestos,2025-04-08,54.59,educacion,46.0,Tarjeta Credito,0
L1-000577,ModaViva,2025-04-03,29.6,EDU,29.0,Tarjeta Credito,0
L1-000578,SuperMax,2025-01-30,60.71,Educacion,20.0,Tarjeta Debito,0
L1-000579,GourmetPlus,2025-03-29,,Tecnologia,20.0,efectivo,0
L1-000580,AutoRepuestos,2025-01-02,151.18,tecnologia,35.0,Tarjeta Credito,0
L1-000581,FarmaVida,2025-05-17,31.04,DEP,,Tarjeta Debito,0
L1-000582,TecnoCenter,2025-02-23,118.52,hogar,54.0,Transferencia,0
L1-000583,TecnoCenter,2025-02-28,55.17,HOG,51.0,EFE,0
L1-000584,DeportesTotal,2025-01-30,129.71,ALIM,46.0,Transferencia,0
L1-000585,DeportesTotal,2025-01-26,6.03,retail,33.0,EFE,0
L1-000586,FarmaVida,2025-01-15,74.29,FARM,,TRANSF,0
L1-000587,GourmetPlus,2025-05-30,85.47,Hogar,30.0,efectivo,0
L1-000588,DeportesTotal,2025-06-23,118.94,Automotriz,47.0,Tarjeta Debito,0
L1-000589,TecnoCenter,2025-01-23,85.25,ALIM,,TC,0
L1-000590,TecnoCenter,2025-02-04,79.47,HOG,20.0,efectivo,0
L1-000591,FarmaVida,2025-06-14,138.93,tecnologia,34.0,efectivo,0
L1-000592,GourmetPlus,2025-01-01,104.21,automotriz,43.0,Tarjeta Debito,0
L1-000593,ModaViva,2025-06-25,112.91,automotriz,20.0,Transferencia,0
L1-000594,ModaViva,2025-03-01,64.93,Alimentos,29.0,tarjeta debito,0
L1-000595,ModaViva,2025-04-05,138.07,farmacia,54.0,tarjeta debito,0
L1-000596,TiendaExpress,2025-06-21,65.02,alimentos,37.0,Tarjeta Debito,0
L1-000597,AutoRepuestos,2025-04-08,44.0,Hogar,23.0,transferencia,0
L1-000598,AutoRepuestos,2025-01-10,111.74,Deportes,41.0,Tarjeta Credito,1
L1-000599,DeportesTotal,2025-01-04,132.88,RETAIL,35.0,tarjeta debito,0
L1-000600,AutoRepuestos,2025-05-29,108.87,Hogar,29.0,EFE,0
L1-000601,LibreriaCentral,2025-04-09,105.91,HOG,40.0,Transferencia,0
L1-000602,HogarFacil,2025-01-27,106.73,HOG,,Tarjeta Credito,0
L1-000603,AutoRepuestos,2025-06-02,55.11,tecnologia,,EFE,0
L1-000604,TiendaExpress,2025-05-10,,alimentos,48.0,TD,0
L1-000605,ModaViva,2025-02-09,90.6,Deportes,52.0,tarjeta credito,0
L1-000606,ModaViva,2025-03-09,69.95,,57.0,tarjeta debito,0
L1-000607,ModaViva,2025-02-05,43.76,hogar,,Transferencia,1
L1-000608,TecnoCenter,2025-02-25,73.51,Farmacia,34.0,tarjeta credito,0
L1-000609,DeportesTotal,2025-06-29,102.07,tecnologia,41.0,Efectivo,0
L1-000610,HogarFacil,2025-02-12,82.34,Tecnologia,,tarjeta debito,0
L1-000611,LibreriaCentral,2025-01-21,89.4,alimentos,25.0,tarjeta debito,0
L1-000612,LibreriaCentral,2025-06-19,100.89,DEP,52.0,Transferencia,0
L1-000613,TiendaExpress,2025-01-09,93.19,RETAIL,66.0,TRANSF,0
L1-000614,FarmaVida,2025-06-20,49.99,Moda,25.0,Transferencia,0
L1-000615,LibreriaCentral,2025-03-07,50.74,educacion,31.0,TC,0
L1-000616,LibreriaCentral,2025-02-23,197.27,educacion,38.0,Tarjeta Debito,0
L1-000617,LibreriaCentral,2025-04-16,71.76,Farmacia,31.0,Transferencia,0
L1-000618,TecnoCenter,2025-04-21,134.73,TECH,19.0,transferencia,0
L1-000619,LibreriaCentral,2025-04-20,107.56,Retail,44.0,transferencia,0
L1-000620,GourmetPlus,2025-02-25,120.71,retail,25.0,tarjeta credito,0
L1-000621,LibreriaCentral,2025-03-23,29.63,Automotriz,40.0,EFE,0
L1-000622,DeportesTotal,2025-03-22,23.1,EDU,54.0,TC,0
L1-000623,SuperMax,2025-04-17,183.41,Educacion,45.0,tarjeta credito,0
L1-000624,SuperMax,2025-06-18,1.0,,,Tarjeta Debito,0
L1-000625,AutoRepuestos,2025-05-13,2108.08,AUTO,18.0,TRANSF,0
L1-000626,LibreriaCentral,2025-02-04,70.27,moda,41.0,Tarjeta Credito,0
L1-000627,FarmaVida,2025-02-26,146.52,Automotriz,44.0,TRANSF,0
L1-000628,AutoRepuestos,2025-01-09,81.93,Moda,22.0,efectivo,0
L1-000629,FarmaVida,2025-03-03,114.27,educacion,39.0,tarjeta credito,0
L1-000630,TiendaExpress,2025-05-12,105.45,FARM,,Tarjeta Credito,0
L1-000631,ModaViva,2025-02-10,107.58,Retail,29.0,Transferencia,0
L1-000632,FarmaVida,2025-06-25,58.3,Farmacia,51.0,Tarjeta Credito,0
L1-000633,LibreriaCentral,2025-06-14,119.23,DEP,42.0,Transferencia,0
L1-000634,GourmetPlus,2025-06-22,8.87,tecnologia,39.0,TC,0
L1-000635,TiendaExpress,2025-03-28,58.5,alimentos,52.0,Tarjeta Debito,0
L1-000636,HogarFacil,2025-02-23,108.36,DEP,,transferencia,0
L1-000637,LibreriaCentral,2025-04-24,107.17,Tecnologia,18.0,Tarjeta Credito,0
L1-000638,ModaViva,2025-02-24,,FARM,31.0,tarjeta debito,0
L1-000639,TiendaExpress,2025-06-22,155.56,TECH,43.0,transferencia,0
L1-000640,AutoRepuestos,2025-05-15,101.96,retail,56.0,Tarjeta Debito,0
L1-000641,DeportesTotal,2025-06-18,53.08,Deportes,27.0,Transferencia,0
L1-000642,SuperMax,2025-06-27,84.44,hogar,33.0,tarjeta credito,0
L1-000643,TecnoCenter,2025-03-25,85.45,Educacion,18.0,tarjeta debito,0
L1-000644,FarmaVida,2025-03-23,97.15,deportes,18.0,Tarjeta Credito,0
L1-000645,AutoRepuestos,2025-06-05,87.26,farmacia,40.0,efectivo,0
L1-000646,GourmetPlus,2025-02-06,,educacion,41.0,EFE,0
L1-000647,GourmetPlus,2025-01-06,172.32,moda,38.0,tarjeta credito,0
L1-000648,DeportesTotal,2025-06-17,90.2,tecnologia,,TD,0
L1-000649,GourmetPlus,2025-03-07,42.37,Moda,53.0,transferencia,0
L1-000650,HogarFacil,2025-05-14,1.0,Deportes,32.0,tarjeta credito,0
L1-000651,HogarFacil,2025-01-06,57.87,Automotriz,31.0,TRANSF,0
L1-000652,TiendaExpress,2025-04-10,,AUTO,44.0,Efectivo,0
L1-000653,AutoRepuestos,2025-06-18,2.29,TECH,,EFE,0
L1-000654,ModaViva,2025-02-01,26.1,automotriz,29.0,Tarjeta Credito,0
L1-000655,ModaViva,2025-06-15,55.14,educacion,30.0,Efectivo,0
L1-000656,TiendaExpress,2025-06-16,94.38,RETAIL,57.0,TRANSF,0
L1-000657,HogarFacil,2025-02-26,14.9,alimentos,44.0,Tarjeta Credito,1
L1-000658,DeportesTotal,2025-01-01,90.7,hogar,26.0,Transferencia,0
L1-000659,TecnoCenter,2025-04-23,166.87,Farmacia,43.0,TC,0
L1-000660,HogarFacil,2025-03-08,133.36,Farmacia,18.0,EFE,0
L1-000661,FarmaVida,2025-01-01,19.85,Tecnologia,28.0,Tarjeta Credito,0
L1-000662,AutoRepuestos,2025-02-23,201.91,Deportes,34.0,Transferencia,0
L1-000663,DeportesTotal,2025-05-12,72.63,Tecnologia,52.0,Efectivo,0
L1-000664,FarmaVida,2025-04-21,40.24,moda,94.0,Tarjeta Debito,0
L1-000665,TiendaExpress,2025-02-10,117.92,RETAIL,30.0,tarjeta credito,0
L1-000666,AutoRepuestos,2025-06-08,6.74,Alimentos,,tarjeta debito,0
L1-000667,DeportesTotal,2025-01-03,85.23,ALIM,36.0,transferencia,0
L1-000668,GourmetPlus,2025-03-03,133.57,Automotriz,33.0,tarjeta credito,0
L1-000669,TecnoCenter,2025-02-12,94.86,Tecnologia,46.0,TRANSF,0
L1-000670,DeportesTotal,2025-03-12,3.08,automotriz,32.0,Transferencia,0
L1-000671,FarmaVida,2025-02-13,15.73,retail,43.0,TD,0
L1-000672,TecnoCenter,2025-04-14,45.59,AUTO,40.0,Transferencia,0
L1-000673,ModaViva,2025-04-13,92.64,DEP,54.0,Efectivo,0
L1-000674,FarmaVida,2025-02-28,28.67,Automotriz,25.0,Tarjeta Debito,0
