id_transaccion,comercio,fecha,monto,categoria_comercio,edad_cliente,metodo_pago,es_fraude
L2-000307,GourmetPlus,2025-09-04,116.88,Educación,40.0,Tarjeta Debito,0
L2-000308,DeportesTotal,2025-09-27,129.77, Retail,40.0, Efectivo,0
L2-000309,GourmetPlus,2025-10-12,26.61,Farmacia ,39.0,EFECTIVO.,0
L2-000310,TiendaExpress,2025-11-30,110.31,Alimentos,50.0,Tarjeta Debito,1
L2-000311,GourmetPlus,2025-07-30,111.86,Retail_,39.0,TARJETA DEBITO,0
L2-000312,SuperMax,2025-08-26,138.53,Educación,44.0,TARJETA CREDITO,0
L2-000313,TecnoCenter,2025-11-13,1.0,Deportes,35.0,Tarjeta Credito,0
L2-000314,TiendaExpress,2025-09-09,35.91,,57.0,TRANSFERENCIA,0
L2-000315,AutoRepuestos,2025-11-11,74.12,Automotriz,48.0,Tarjeta Credito,0
L2-000316,ModaViva,2025-10-01,51.67,Automotriz,34.0, Efectivo,0
L2-000317,TecnoCenter,2025-08-04,, Retail,43.0,Tarjeta Debito,0
L2-000318,FarmaVida,2025-09-18,87.56,Tecnología,33.0,Efectivo,0
L2-000319,GourmetPlus,2025-10-25,26.28,Alimentos ,62.0,Tarjeta Debito,0
L2-000320,DeportesTotal,2025-12-29,102.66, Moda ,37.0,Tarjeta Credito,0
L2-000321,AutoRepuestos,2025-09-20,55.22,Moda,18.0,EFECTIVO.,0
L2-000322,LibreriaCentral,2025-09-27,68.02,Automotriz,42.0,Transferencia_Bancaria,0
L2-000323,FarmaVida,2025-10-25,29.38, Deportes,41.0,Transferencia,0
L2-000324,HogarFacil,2025-11-29,51.36,EDUCACION,40.0,Transferencia,1
L2-000325,GourmetPlus,2025-11-23,96.89,Educación,56.0, Efectivo,0
L2-000326,HogarFacil,2025-12-08,7076.54,Retail_,33.0,TARJETA CREDITO,0
L2-000327,GourmetPlus,2025-07-09,55.21,EDUCACION,59.0,Transferencia,0
L2-000328,TecnoCenter,2025-11-06,59.77, Automotriz,44.0,Transferencia_Bancaria,0
L2-000329,SuperMax,2025-10-13,8.44,Alimentos,29.0,Tarjeta_Credito,0
L2-000330,ModaViva,2025-08-22,,Alimentos ,, Efectivo,0
L2-000331,GourmetPlus,2025-07-10,140.5,EDUCACION,48.0,Tarjeta_Debito,0
L2-000332,LibreriaCentral,2025-11-02,8.3,Educación,41.0,Efectivo,0
L2-000333,FarmaVida,2025-12-20,130.76,Educacion,37.0,,0
L2-000334,HogarFacil,2025-09-10,111.67, Moda ,34.0,Efectivo,0
L2-000335,HogarFacil,2025-10-03,74.32,,19.0,Tarjeta Credito,0
L2-000336,LibreriaCentral,2025-08-02,54.04, Moda ,32.0,Efectivo,0
L2-000337,FarmaVida,2025-07-31,62.14,Tecnologia,54.0,Transferencia_Bancaria,0
L2-000338,TecnoCenter,2025-07-24,46.57, Deportes,35.0,TARJETA CREDITO,0
L2-000339,GourmetPlus,2025-08-12,116.79,HOGAR_,65.0,TARJETA CREDITO,0
L2-000340,ModaViva,2025-07-19,80.12, Automotriz,32.0,Transferencia,0
L2-000341,GourmetPlus,2025-07-08,64.04,Alimentos ,64.0,,0
L2-000342,FarmaVida,2025-11-08,76.7, Deportes,38.0,Transferencia,0
L2-000343,ModaViva,2025-09-05,90.79,Farmacia ,43.0,Tarjeta Debito,0
L2-000344,FarmaVida,2025-08-21,116.11,,38.0,,0
L2-000345,SuperMax,2025-11-01,136.02,Farmacia ,,Efectivo,1
L2-000346,TecnoCenter,2025-11-22,3436.73,Tecnología,54.0,TARJETA DEBITO,0
L2-000347,TecnoCenter,2025-12-25,71.9,Hogar ,27.0,Transferencia,0
L2-000348,FarmaVida,2025-07-30,101.08,Deportes,22.0,TRANSFERENCIA,0
L2-000349,TecnoCenter,2025-10-20,,alimentos_,39.0, Efectivo,0
L2-000350,SuperMax,2025-12-15,84.49, Automotriz,37.0,TARJETA DEBITO,0
L2-000351,FarmaVida,2025-07-12,151.88,EDUCACION,56.0,TRANSFERENCIA,0
L2-000352,TecnoCenter,2025-10-09,70.78,Farmacia,59.0,Tarjeta_Credito,0
L2-000353,,2025-12-07,1.0,Automotriz,59.0,Transferencia_Bancaria,1
L2-000354,GourmetPlus,2025-10-14,76.46,Educación,41.0,Tarjeta Debito,0
L2-000355,FarmaVida,2025-11-25,62.06,Alimentos,49.0,Tarjeta_Credito,0
L2-000356,TecnoCenter,2025-10-03,188.74,Hogar,24.0,TARJETA CREDITO,0
L2-000357,LibreriaCentral,2025-07-28,51.7,Alimentos,22.0,Tarjeta_Credito,0
L2-000358,ModaViva,2025-12-09,4765.91, Automotriz,45.0,TARJETA DEBITO,0
L2-000359,LibreriaCentral,2025-12-28,191.12,HOGAR_,34.0,TARJETA DEBITO,0
L2-000360,AutoRepuestos,2025-09-05,117.21, Moda ,44.0,Tarjeta Credito,0
L2-000361,HogarFacil,2025-11-14,99.92,Educación,52.0, Efectivo,0
L2-000362,TiendaExpress,2025-12-19,71.34,Educación,18.0,TRANSFERENCIA,0
L2-000363,ModaViva,2025-10-22,34.57,,34.0,Transferencia_Bancaria,0
L2-000364,TecnoCenter,2025-10-04,93.88,Farmacia ,28.0,Transferencia_Bancaria,0
L2-000365,LibreriaCentral,2025-08-15,112.3,Automotriz,26.0,,0
L2-000366,AutoRepuestos,2025-10-09,82.09, Deportes,21.0,Tarjeta_Debito,0
L2-000367,FarmaVida,2025-08-02,57.9,Hogar,18.0,Transferencia_Bancaria,0
L2-000368,HogarFacil,2025-10-04,64.51,AUTOMOTRIZ,27.0,Tarjeta_Debito,0
L2-000369,TecnoCenter,2025-11-10,11.95,HOGAR_,,Tarjeta_Debito,0
L2-000370,HogarFacil,2025-12-01,47.54,Alimentos,43.0,Transferencia_Bancaria,0
L2-000371,HogarFacil,2025-08-24,80.42, Retail,18.0,Tarjeta Credito,0
L2-000372,HogarFacil,2025-12-15,76.42,TECNOLOGIA,28.0,Transferencia,1
L2-000373,SuperMax,2025-07-26,86.35,Tecnologia,49.0,,0
L2-000374,HogarFacil,2025-12-18,34.24,Retail_,38.0,TARJETA CREDITO,0
L2-000375,DeportesTotal,2025-07-26,105.76,,30.0,TARJETA CREDITO,0
L2-000376,TiendaExpress,2025-07-05,76.47,Tecnología,29.0,Tarjeta_Debito,0
L2-000377,LibreriaCentral,2025-08-18,71.78,alimentos_,50.0,TARJETA DEBITO,0
L2-000378,AutoRepuestos,2025-07-22,109.13,Farmacia,34.0,Transferencia_Bancaria,0
L2-000379,GourmetPlus,2025-07-22,146.68,Alimentos ,28.0,,0
L2-000380,TecnoCenter,2025-12-09,5.89,Hogar ,40.0,TARJETA CREDITO,0
L2-000381,TecnoCenter,2025-08-10,92.44,Moda,41.0,Transferencia,0
L2-000382,FarmaVida,2025-09-09,66.81,Educacion,34.0,,0
L2-000383,AutoRepuestos,2025-11-24,133.83,Tecnologia,46.0,Transferencia,0
L2-000384,ModaViva,2025-09-24,96.47,Hogar,22.0,Transferencia,0
L2-000385,HogarFacil,2025-07-13,70.74,Educacion,42.0,Tarjeta Credito,0
L2-000386,DeportesTotal,2025-10-13,129.68, Deportes,32.0,,0
L2-000387,LibreriaCentral,2025-10-31,,DEPORTES.,40.0,TRANSFERENCIA,0
L2-000388,GourmetPlus,2025-08-04,104.93, Deportes,25.0,Tarjeta_Credito,0
L2-000389,TiendaExpress,2025-09-09,115.87,Educacion,44.0,TARJETA CREDITO,0
L2-000390,FarmaVida,2025-07-23,113.21,Retail_,40.0,Transferencia_Bancaria,0
L2-000391,ModaViva,2025-07-25,,Hogar ,28.0,Tarjeta Credito,0
L2-000392,AutoRepuestos,2025-08-23,160.28, Deportes,44.0,Tarjeta Debito,0
L2-000393,HogarFacil,2025-09-26,82.9,,26.0, Efectivo,0
L2-000394,ModaViva,2025-08-12,42.47, Automotriz,46.0,Tarjeta_Credito,0
L2-000395,GourmetPlus,2025-09-14,92.69,Hogar ,41.0,Efectivo,0
L2-000396,GourmetPlus,2025-12-09,160.85,Hogar,57.0,Tarjeta Debito,0
L2-000397,FarmaVida,2025-07-08,125.61,TECNOLOGIA,19.0,Transferencia_Bancaria,0
L2-000398,TiendaExpress,2025-08-11,140.32,,43.0,Transferencia_Bancaria,0
L2-000399,DeportesTotal,2025-07-30,48.67,Hogar,32.0,Tarjeta Debito,0
L2-000400,ModaViva,2025-11-10,,Deportes,38.0,Transferencia,0
L2-000401,LibreriaCentral,2025-08-18,80.69,Educacion,42.0,Efectivo,0
L2-000402,AutoRepuestos,2025-09-03,147.13,Farmacia ,21.0,Transferencia_Bancaria,1
L2-000403,GourmetPlus,2025-12-20,27.22,DEPORTES.,40.0, Efectivo,0
L2-000404,FarmaVida,2025-12-29,, Automotriz,18.0,Tarjeta Debito,0
L2-000405,TiendaExpress,2025-11-15,69.13,DEPORTES.,56.0,TARJETA CREDITO,0
L2-000406,TiendaExpress,2025-08-28,75.0,TECNOLOGIA,37.0,Transferencia_Bancaria,0
L2-000407,ModaViva,2025-11-07,116.03,Alimentos ,42.0,Tarjeta_Credito,0
L2-000408,DeportesTotal,2025-08-18,19.23,Educación,68.0,EFECTIVO.,0
L2-000409,LibreriaCentral,2025-07-17,,Farmacia,25.0,Tarjeta_Debito,0
L2-000410,GourmetPlus,2025-11-01,178.24,Educacion,37.0, Efectivo,0
L2-000411,TiendaExpress,2025-08-12,93.01,Retail,37.0,Tarjeta_Debito,0
L2-000412,TiendaExpress,2025-08-22,60.53,Hogar ,50.0, Efectivo,0
L2-000413,TiendaExpress,2025-09-04,1.0, Retail,58.0,Transferencia_Bancaria,0
L2-000414,AutoRepuestos,2025-10-17,,Alimentos,40.0,Tarjeta_Debito,0
L2-000415,HogarFacil,2025-09-02,104.62,Farmacia ,29.0,,0
L2-000416,TiendaExpress,2025-11-26,185.77,Hogar,43.0,Tarjeta_Credito,0
L2-000417,LibreriaCentral,2025-11-11,82.7, Automotriz,,TRANSFERENCIA,0
L2-000418,ModaViva,2025-08-06,75.16,AUTOMOTRIZ,43.0, Efectivo,0
L2-000419,HogarFacil,2025-07-20,16.82, Deportes,47.0,Tarjeta Debito,0
L2-000420,LibreriaCentral,2025-11-11,123.14, Deportes,40.0,Efectivo,0
L2-000421,GourmetPlus,2025-10-01,90.05,Retail_,47.0,TARJETA CREDITO,0
L2-000422,SuperMax,2025-11-13,72.25, Retail,18.0,TARJETA DEBITO,0
L2-000423,TiendaExpress,2025-10-11,79.75,Hogar ,34.0,Efectivo,0
L2-000424,GourmetPlus,2025-09-20,133.79,Educación,31.0,Tarjeta_Credito,0
L2-000425,AutoRepuestos,2025-08-11,42.76, Retail,28.0,TRANSFERENCIA,0
L2-000426,AutoRepuestos,2025-11-06,136.77,,35.0,EFECTIVO.,0
L2-000427,TecnoCenter,2025-08-06,50.43,alimentos_,51.0,Tarjeta Debito,0
L2-000428,FarmaVida,2025-07-18,129.38,Tecnología,61.0,TARJETA CREDITO,0
L2-000429,SuperMax,2025-07-30,52.99,Deportes,51.0, Efectivo,0
L2-000430,ModaViva,2025-07-28,66.64,Retail_,41.0,Tarjeta_Debito,0
L2-000431,TiendaExpress,2025-10-19,45.38,Tecnología,36.0,Tarjeta Credito,0
L2-000432,LibreriaCentral,2025-08-08,,Educación,53.0,EFECTIVO.,1
L2-000433,ModaViva,2025-12-01,49.2,MODA.,42.0,Tarjeta Credito,0
L2-000434,DeportesTotal,2025-07-04,84.21,HOGAR_,29.0,Efectivo,0
L2-000435,TecnoCenter,2025-09-06,73.1, Deportes,35.0,Tarjeta_Debito,0
L2-000436,LibreriaCentral,2025-07-09,130.25,,40.0,Tarjeta Debito,0
L2-000437,HogarFacil,2025-07-03,104.37,Alimentos ,44.0,Tarjeta_Credito,0
L2-000438,FarmaVida,2025-07-03,62.09,Hogar ,39.0,Tarjeta_Credito,0
L2-000439,FarmaVida,2025-07-13,74.85,AUTOMOTRIZ,50.0, Efectivo,0
L2-000440,AutoRepuestos,2025-09-14,77.65,Tecnologia,52.0,,0
L2-000441,TiendaExpress,2025-09-28,76.73,alimentos_,46.0,TARJETA DEBITO,0
L2-000442,AutoRepuestos,2025-10-11,71.01,Hogar ,37.0,Tarjeta_Credito,0
L2-000443,ModaViva,2025-11-11,16.88,MODA.,57.0,TRANSFERENCIA,0
L2-000444,TiendaExpress,2025-09-03,145.4,Alimentos ,39.0,EFECTIVO.,0
L2-000445,,2025-08-28,128.27,Educación,40.0,TARJETA CREDITO,0
L2-000446,HogarFacil,2025-08-20,77.39,DEPORTES.,36.0,Efectivo,0
L2-000447,LibreriaCentral,2025-12-09,74.81,HOGAR_,54.0,Tarjeta Credito,0
L2-000448,AutoRepuestos,2025-07-19,79.07,Retail_,27.0,Tarjeta_Credito,0
L2-000449,ModaViva,2025-07-09,119.91,Hogar,36.0,Transferencia,0
L2-000450,DeportesTotal,2025-11-27,108.11,Retail_,25.0, Efectivo,0
L2-000451,LibreriaCentral,2025-08-20,,Alimentos,19.0,Tarjeta Debito,0
L2-000452,AutoRepuestos,2025-09-03,36.44, Moda ,49.0,Tarjeta_Debito,0
L2-000453,SuperMax,2025-10-14,63.8,Farmacia ,48.0,Tarjeta_Debito,1
L2-000454,TecnoCenter,2025-11-23,102.02,Farmacia,38.0,Tarjeta_Debito,0
L2-000455,AutoRepuestos,2025-08-25,98.8,EDUCACION,34.0,Tarjeta_Credito,0
L2-000456,,2025-08-25,108.91,Retail_,18.0,TARJETA DEBITO,0
L2-000457,TiendaExpress,2025-07-02,67.02,HOGAR_,38.0,Transferencia,0
L2-000458,AutoRepuestos,2025-07-26,49.54,Educacion,34.0, Efectivo,0
L2-000459,GourmetPlus,2025-07-10,73.32,HOGAR_,29.0,EFECTIVO.,0
L2-000460,FarmaVida,2025-08-07,97.73,Moda,44.0, Efectivo,0
L2-000461,DeportesTotal,2025-12-03,157.44,DEPORTES.,47.0,Tarjeta_Credito,0
L2-000462,HogarFacil,2025-09-16,98.93, Farmacia,36.0,TARJETA CREDITO,0
L2-000463,SuperMax,2025-12-03,109.46,DEPORTES.,44.0,Tarjeta_Debito,0
L2-000464,LibreriaCentral,2025-08-07,77.29,Alimentos,35.0,Transferencia_Bancaria,0
L2-000465,AutoRepuestos,2025-08-17,140.22,Tecnologia,35.0,Tarjeta Debito,0
L2-000466,TecnoCenter,2025-07-31,84.5,Educación,50.0,Tarjeta_Debito,0
L2-000467,LibreriaCentral,2025-07-13,137.71,Retail_,63.0,Tarjeta_Credito,0
L2-000468,ModaViva,2025-11-11,179.53,Farmacia ,31.0, Efectivo,0
L2-000469,AutoRepuestos,2025-12-12,1.0,Deportes,27.0, Efectivo,0
L2-000470,HogarFacil,2025-12-30,72.72,Farmacia,51.0,Tarjeta_Credito,0
L2-000471,HogarFacil,2025-08-05,86.73,EDUCACION,38.0,Tarjeta_Credito,0
L2-000472,GourmetPlus,2025-09-14,91.97,Educación,18.0,TARJETA CREDITO,0
L2-000473,ModaViva,2025-12-05,36.57, Farmacia,51.0,TARJETA DEBITO,0
L2-000474,FarmaVida,2025-08-18,99.97,TECNOLOGIA,18.0,Tarjeta Debito,0
L2-000475,HogarFacil,2025-10-16,64.61,Moda,28.0, Efectivo,0
L2-000476,TiendaExpress,2025-12-23,104.58,Educacion,23.0,Transferencia,0
L2-000477,LibreriaCentral,2025-12-09,89.52,Retail,,TARJETA DEBITO,0
L2-000478,SuperMax,2025-11-20,7631.83,EDUCACION,39.0,Tarjeta Debito,0
L2-000479,DeportesTotal,2025-07-08,73.97, Farmacia,43.0,Tarjeta Debito,0
L2-000480,LibreriaCentral,2025-11-02,55.01,Automotriz,46.0,EFECTIVO.,0
L2-000481,AutoRepuestos,2025-09-18,86.12,EDUCACION,49.0, Efectivo,0
L2-000482,LibreriaCentral,2025-12-17,101.78, Deportes,28.0,,0
L2-000483,SuperMax,2025-10-25,51.83,AUTOMOTRIZ,36.0,TARJETA CREDITO,0
L2-000484,DeportesTotal,2025-12-13,109.57,Farmacia,32.0,TARJETA CREDITO,0
L2-000485,DeportesTotal,2025-12-02,113.7,Retail,41.0,,0
L2-000486,TiendaExpress,2025-11-30,,DEPORTES.,34.0,Tarjeta_Credito,0
L2-000487,TecnoCenter,2025-08-14,,Moda,34.0,Transferencia_Bancaria,0
L2-000488,AutoRepuestos,2025-10-30,88.98,Educación,23.0,TRANSFERENCIA,0
L2-000489,GourmetPlus,2025-12-03,19.31,EDUCACION,40.0,TARJETA CREDITO,0
L2-000490,GourmetPlus,2025-08-01,100.36,Alimentos ,59.0,Tarjeta Debito,0
L2-000491,HogarFacil,2025-09-13,83.08,Hogar ,42.0,TRANSFERENCIA,0
L2-000492,DeportesTotal,2025-07-20,150.63,Alimentos,39.0, Efectivo,1
L2-000493,,2025-12-22,32.49,Alimentos ,49.0,Tarjeta Credito,0
L2-000494,FarmaVida,2025-09-25,67.01,Farmacia,42.0,Tarjeta Credito,0
L2-000495,LibreriaCentral,2025-09-10,139.11, Moda ,35.0,Transferencia,0
L2-000496,TecnoCenter,2025-08-24,84.55,Educación,33.0,Tarjeta Debito,0
L2-000497,HogarFacil,2025-11-20,6899.9,Retail_,64.0,TRANSFERENCIA,0
L2-000498,TiendaExpress,2025-09-02,145.25,MODA.,52.0,EFECTIVO.,0
L2-000499,TecnoCenter,2025-09-19,49.84,Alimentos,41.0,TARJETA DEBITO,0
L2-000500,TecnoCenter,2025-08-24,93.29,EDUCACION,44.0, Efectivo,0
L2-000501,LibreriaCentral,2025-12-31,38.24, Automotriz,38.0,TRANSFERENCIA,1
L2-000502,GourmetPlus,2025-08-04,46.59,DEPORTES.,22.0,EFECTIVO.,0
L2-000503,AutoRepuestos,2025-10-04,125.07,Deportes,39.0,Transferencia_Bancaria,0
L2-000504,ModaViva,2025-12-28,,Moda,42.0, Efectivo,0
L2-000505,SuperMax,2025-07-25,33.18,Educación,30.0,TRANSFERENCIA,0
L2-000506,SuperMax,2025-11-03,104.4,Moda,35.0,TRANSFERENCIA,0
L2-000507,TecnoCenter,2025-10-31,111.66,HOGAR_,22.0,TRANSFERENCIA,0
L2-000508,SuperMax,2025-07-07,72.31,Automotriz,68.0,TRANSFERENCIA,0
L2-000509,HogarFacil,2025-12-04,22.09,TECNOLOGIA,64.0,Transferencia,0
L2-000510,ModaViva,2025-12-29,95.24,Automotriz,37.0,EFECTIVO.,0
L2-000511,AutoRepuestos,2025-07-07,163.52,,37.0,TARJETA DEBITO,0
L2-000512,TecnoCenter,2025-09-08,115.8,TECNOLOGIA,49.0,Tarjeta_Debito,0
L2-000513,TecnoCenter,2025-09-23,60.62,TECNOLOGIA,23.0,TRANSFERENCIA,0
L2-000514,LibreriaCentral,2025-11-23,120.16,Educación,47.0,Transferencia_Bancaria,1
L2-000515,TiendaExpress,2025-09-15,60.18,Moda,27.0,Tarjeta_Debito,0
L2-000516,TiendaExpress,2025-08-06,73.89, Retail,27.0,EFECTIVO.,0
L2-000517,ModaViva,2025-08-24,66.16,Alimentos,49.0,TARJETA CREDITO,0
L2-000518,DeportesTotal,2025-10-07,,MODA.,40.0,Transferencia_Bancaria,0
L2-000519,TecnoCenter,2025-12-20,27.44,Tecnología,34.0,Tarjeta Debito,0
L2-000520,GourmetPlus,2025-12-23,6704.43,Retail_,18.0,EFECTIVO.,0
L2-000521,DeportesTotal,2025-12-05,,DEPORTES.,39.0,Efectivo,0
L2-000522,GourmetPlus,2025-09-02,,AUTOMOTRIZ,18.0,Tarjeta_Credito,0
L2-000523,TiendaExpress,2025-07-30,24.83,MODA.,18.0,Transferencia,0
L2-000524,TecnoCenter,2025-07-03,72.27,,43.0,Efectivo,0
L2-000525,FarmaVida,2025-09-26,, Farmacia,25.0,Efectivo,0
L2-000526,GourmetPlus,2025-11-08,19.5,Farmacia,3.0,Tarjeta Debito,0
L2-000527,ModaViva,2025-10-21,59.42, Moda ,28.0,Tarjeta Credito,0
L2-000528,AutoRepuestos,2025-09-29,50.31,Alimentos ,40.0,Tarjeta Credito,0
L2-000529,LibreriaCentral,2025-09-10,95.04,Educación,31.0,Tarjeta_Credito,0
L2-000530,DeportesTotal,2025-10-27,99.76, Deportes,18.0,EFECTIVO.,0
L2-000531,AutoRepuestos,2025-11-24,105.69,HOGAR_,40.0,EFECTIVO.,1
L2-000532,AutoRepuestos,2025-07-14,200.56,EDUCACION,54.0, Efectivo,0
L2-000533,SuperMax,2025-09-01,161.85,Alimentos,54.0,,0
L2-000534,LibreriaCentral,2025-07-23,46.4,HOGAR_,46.0,TARJETA DEBITO,0
L2-000535,TecnoCenter,2025-09-22,31.81,MODA.,60.0,Efectivo,0
L2-000536,SuperMax,2025-12-07,92.63,alimentos_,28.0,Transferencia,0
L2-000537,GourmetPlus,2025-11-12,87.59,Hogar ,44.0,TARJETA DEBITO,0
L2-000538,FarmaVida,2025-12-17,69.3,TECNOLOGIA,33.0,TRANSFERENCIA,0
L2-000539,FarmaVida,2025-12-16,,Retail_,36.0,,0
L2-000540,LibreriaCentral,2025-08-04,37.54,,46.0,Tarjeta_Debito,0
L2-000541,AutoRepuestos,2025-10-28,110.47,HOGAR_,50.0,TRANSFERENCIA,0
L2-000542,LibreriaCentral,2025-10-20,78.8,TECNOLOGIA,57.0,TARJETA DEBITO,0
L2-000543,HogarFacil,2025-07-19,74.63,Alimentos,39.0, Efectivo,0
L2-000544,SuperMax,2025-07-22,119.18,HOGAR_,18.0,Tarjeta Credito,0
L2-000545,LibreriaCentral,2025-10-30,38.69,Educacion,55.0,TARJETA CREDITO,0
L2-000546,SuperMax,2025-12-08,94.73,alimentos_,49.0,TARJETA DEBITO,0
L2-000547,LibreriaCentral,2025-12-07,134.63,,49.0,Tarjeta_Credito,0
L2-000548,HogarFacil,2025-07-13,127.21,Farmacia ,42.0,Transferencia,0
L2-000549,GourmetPlus,2025-08-05,53.58,Farmacia ,25.0,Tarjeta Debito,0
L2-000550,SuperMax,2025-12-08,61.71,Tecnología,33.0,TARJETA CREDITO,0
L2-000551,AutoRepuestos,2025-09-07,58.06,Retail,20.0,Tarjeta_Credito,1
L2-000552,TiendaExpress,2025-10-21,37.14,Deportes,34.0,EFECTIVO.,0
L2-000553,HogarFacil,2025-12-12,57.29,Automotriz,52.0,Transferencia_Bancaria,0
L2-000554,HogarFacil,2025-10-08,77.66,Automotriz,49.0,Transferencia,0
L2-000555,TecnoCenter,2025-07-31,76.71,EDUCACION,46.0,Tarjeta_Credito,0
L2-000556,HogarFacil,2025-11-04,83.82,AUTOMOTRIZ,32.0,Tarjeta Debito,0
L2-000557,TiendaExpress,2025-08-27,86.24,Tecnología,44.0,Tarjeta_Credito,0
L2-000558,DeportesTotal,2025-09-29,118.54, Farmacia,31.0,TARJETA DEBITO,0
L2-000559,HogarFacil,2025-08-22,36.35,Automotriz,19.0,TARJETA DEBITO,0
L2-000560,ModaViva,2025-08-28,1.0,alimentos_,29.0,Efectivo,0
L2-000561,AutoRepuestos,2025-07-22,48.7,Retail_,28.0,,0
L2-000562,LibreriaCentral,2025-09-18,228.18,alimentos_,42.0,Tarjeta Credito,0
L2-000563,TiendaExpress,2025-07-30,14.98,EDUCACION,51.0,TRANSFERENCIA,0
L2-000564,LibreriaCentral,2025-09-09,103.59, Automotriz,31.0,Tarjeta_Credito,0
L2-000565,SuperMax,2025-10-03,, Farmacia,34.0,Tarjeta Credito,0
L2-000566,GourmetPlus,2025-09-22,103.62,Tecnologia,,Tarjeta_Credito,0
L2-000567,GourmetPlus,2025-10-30,48.66,Alimentos,43.0,TARJETA CREDITO,0
L2-000568,DeportesTotal,2025-09-08,97.17, Moda ,36.0,TARJETA CREDITO,0
L2-000569,TecnoCenter,2025-08-01,7035.26,,22.0,Efectivo,0
L2-000570,ModaViva,2025-12-09,146.42, Automotriz,37.0,Transferencia_Bancaria,0
L2-000571,TiendaExpress,2025-07-04,94.56,Hogar ,42.0, Efectivo,0
L2-000572,LibreriaCentral,2025-10-03,30.41,AUTOMOTRIZ,42.0,Tarjeta Debito,0
L2-000573,HogarFacil,2025-12-16,166.19,Educacion,,,0
L2-000574,HogarFacil,2025-11-03,94.48,,22.0,Tarjeta_Debito,0
L2-000575,DeportesTotal,2025-09-27,, Deportes,34.0, Efectivo,0
L2-000576,ModaViva,2025-08-05,100.93,Farmacia ,36.0,Transferencia,0
L2-000577,DeportesTotal,2025-08-14,109.65,Tecnología,43.0,Transferencia,0
L2-000578,TiendaExpress,2025-07-12,69.18,HOGAR_,44.0,Tarjeta_Credito,0
L2-000579,ModaViva,2025-07-22,, Automotriz,33.0,Tarjeta_Credito,0
L2-000580,TiendaExpress,2025-08-23,77.46,Educación,33.0,Tarjeta_Debito,0
L2-000581,TecnoCenter,2025-10-05,31.54, Deportes,49.0,Tarjeta Credito,0
L2-000582,TecnoCenter,2025-12-30,4842.63,Alimentos ,38.0,Efectivo,0
L2-000583,TiendaExpress,2025-08-11,36.4, Deportes,37.0, Efectivo,0
L2-000584,GourmetPlus,2025-09-18,47.89,Educacion,43.0,Transferencia_Bancaria,0
L2-000585,AutoRepuestos,2025-08-17,77.54,Retail,23.0, Efectivo,0
L2-000586,DeportesTotal,2025-10-23,69.62,Hogar,48.0,,0
L2-000587,,2025-11-15,, Deportes,18.0,Transferencia_Bancaria,0
L2-000588,TiendaExpress,2025-07-31,45.07,Hogar,9.0,TRANSFERENCIA,0
L2-000589,GourmetPlus,2025-07-25,91.6,Moda,28.0,Tarjeta_Debito,0
L2-000590,ModaViva,2025-11-27,,Hogar,54.0,,0
L2-000591,ModaViva,2025-10-07,,HOGAR_,50.0,Tarjeta Debito,0
L2-000592,GourmetPlus,2025-08-27,66.8,Automotriz,43.0,Tarjeta Credito,0
L2-000593,GourmetPlus,2025-10-14,,Moda,43.0,Transferencia_Bancaria,0
L2-000594,DeportesTotal,2025-10-27,81.99,AUTOMOTRIZ,36.0,TRANSFERENCIA,0
L2-000595,TiendaExpress,2025-07-17,122.24,Moda,22.0, Efectivo,0
L2-000596,HogarFacil,2025-10-31,29.84,Tecnología,29.0,Tarjeta_Debito,0
L2-000597,FarmaVida,2025-12-30,,Hogar,6.0,Transferencia,1
L2-000598,GourmetPlus,2025-12-11,43.52, Deportes,45.0,EFECTIVO.,0
L2-000599,LibreriaCentral,2025-09-02,105.19,DEPORTES.,38.0,EFECTIVO.,0
L2-000600,AutoRepuestos,2025-08-19,100.82,AUTOMOTRIZ,37.0,TARJETA DEBITO,0
L2-000601,DeportesTotal,2025-10-06,,Farmacia ,58.0,Tarjeta_Credito,0
L2-000602,FarmaVida,2025-08-01,114.95,DEPORTES.,31.0,Tarjeta_Debito,0
L2-000603,GourmetPlus,2025-10-16,52.01,DEPORTES.,20.0,EFECTIVO.,0
L2-000604,SuperMax,2025-09-24,126.33,Automotriz,41.0,Efectivo,0
L2-000605,GourmetPlus,2025-11-16,88.1,TECNOLOGIA,,Tarjeta Debito,0
L2-000606,TiendaExpress,2025-10-10,126.77, Retail,37.0,Tarjeta Debito,0
L2-000607,TiendaExpress,2025-09-05,,Alimentos,45.0,TARJETA CREDITO,0
L2-000608,TecnoCenter,2025-07-04,14.15,Tecnología,29.0,Tarjeta_Debito,0
L2-000609,ModaViva,2025-11-26,78.45, Retail,27.0,TARJETA CREDITO,0
L2-000610,SuperMax,2025-09-06,6.83,,24.0, Efectivo,0
L2-000611,LibreriaCentral,2025-11-17,99.93,Farmacia ,18.0,Transferencia_Bancaria,0
L2-000612,ModaViva,2025-09-12,78.52,Farmacia,43.0,TRANSFERENCIA,0
L2-000613,FarmaVida,2025-12-23,99.53,MODA.,32.0,TRANSFERENCIA,0
L2-000614,DeportesTotal,2025-09-02,70.73,Tecnología,31.0,Tarjeta_Debito,0
L2-000615,FarmaVida,2025-09-28,158.13,Alimentos ,29.0,Tarjeta_Debito,0
