id_estudiante,curso,fecha_inscripcion,horas_estudio,porcentaje_avance,calificacion_final,pais,dispositivo
EST00735,Machine Learning Básico,06/09/2025,22.0,70.1%,8.03, peru,
EST00801,Excel Avanzado,2025-12-08,11.5,100%,8.31,COLOMBIA,computador
EST00825,Machine Learning Básico,2025-11-22,19.8,97.0%,8.12,COL,Tablet
EST00663,Estadística Aplicada,01-10-2025,15.8,82.2%,8.79,COLOMBIA,MOVIL
EST00147,Visualización de Datos,2025-05-06,239.4,86.2%,8.54, Ecuador,Computador
EST00398,Excel Avanzado,2025-06-23,18.0,57.5%,10.18,Ecuador,Computador
EST00861,Excel Avanzado,05/22/2025,185.5,65.2%,8.19,Chile,movil
EST00973,SQL Fundamentals,2025-06-23,18.0,64.5%,8.61,Ecuador,Computador
EST00327,SQL Fundamentals,2025-05-02,22.3,33.2%,7.45,Perú,movil
EST00490,Python para Datos,27/12/2025,17.7,60.6%,8.49,ecuador,Movil
EST00141,Machine Learning Básico,18-04-2025,18.8,,7.51,Perú,Computador
EST00959,Estadística Aplicada,2025-04-15,,71.7%,5.9,COLOMBIA,movil
EST00474,Machine Learning Básico,03-03-2025,28.0,79.3%,4.59,ECU,movil
EST00367,Machine Learning Básico,2025-01-16,14.4,88.8%,7.94, Ecuador,MOVIL
EST00795,Excel Avanzado,2025-04-11,15.2,24.2%,8.68,Peru,movil
EST00543,Estadística Aplicada,2025-08-08,23.5,100%,6.95,,MOVIL
EST00027,Machine Learning Básico,06/27/2025,10.1,52.8%,6.79,chile,MOVIL
EST00156,SQL Fundamentals,10/21/2025,14.4,72.3%,11.77,PER,tablet
EST00946,Estadística Aplicada,25/12/2025,,43.0%,8.52,ECU,computador
EST00937,Machine Learning Básico,14-09-2025,19.8,50.8%,7.98,COL,movil
EST00702,Python para Datos,21-05-2025,16.4,45.7%,10.22,ECU,MOVIL
EST00769,Visualización de Datos,20-03-2025,,70.7%,4.54, Ecuador,MOVIL
EST00626,Visualización de Datos,2025-07-01,8.4,67.3%,8.42,Ecuador,MOVIL
EST00426,Machine Learning Básico,19/12/2025,5.7,64.3%,6.26,CHILE,Tablet
EST00968,Estadística Aplicada,07/21/2025,16.8,46.1%,5.85,MEX,MOVIL
EST00987,SQL Fundamentals,2025-08-14,9.4,97.1%,4.87,PER,Tablet
EST00100,Estadística Aplicada,07/03/2025,21.9,49.3%,4.47,CHILE,MOVIL
EST00349,Visualización de Datos,05-07-2025,15.9,73.7%,5.83,PER,Movil
EST00422,SQL Fundamentals,11/20/2025,16.6,70.6%,9.05, Ecuador,movil
EST00876,SQL Fundamentals,,15.2,,5.72,Mexico,MOVIL
EST00167,Estadística Aplicada,25-09-2025,24.5,100%,6.66,COL,MOVIL
EST00345,Python para Datos,04/29/2025,16.6,69.0%,4.66,peru,tablet
EST00629,SQL Fundamentals,2025-02-15,23.4,67.1%,5.08,ECUADOR,Movil
EST00024,Machine Learning Básico,05-03-2025,,57.2%,4.93,Mexico,computador
EST00587,Python para Datos,05-08-2025,13.2,73.6%,6.49,Perú,MOVIL
EST00205,Estadística Aplicada,2025-06-01,15.6,87.7%,6.46,ECUADOR,
EST00034,Visualización de Datos,01/09/2025,12.5,73.6%,9.3,,computador
EST00198,Visualización de Datos,11-12-2025,22.9,53.3%,9.15,COLOMBIA,MOVIL
EST00758,Python para Datos,2025-08-08,23.3,44.8%,7.46,ECU,computador
EST00874,Estadística Aplicada,24/02/2025,6.0,69.0%,3.02,Ecuador,MOVIL
EST00406,Visualización de Datos,2025-08-06,10.4,49.1%,5.35,Mexico,computador
EST00676,Machine Learning Básico,05/15/2025,,73.5%,10.94,MEX,Computador
EST00409,Visualización de Datos,03/10/2025,14.5,,8.84, Ecuador,tablet
EST00562,Excel Avanzado,15-01-2025,16.5,100%,5.73,PER,Movil
EST00010,SQL Fundamentals,18/10/2025,18.8,58.6%,6.29,Mexico,movil
EST00011,Excel Avanzado,14-10-2025,13.3,47.7%,,ECU,movil
EST00080,Visualización de Datos,2025-02-06,25.3,72.9%,, Ecuador,Computador
EST00729,Excel Avanzado,18/11/2025,16.9,79.9%,8.16,Perú,Computador
EST00385,Excel Avanzado,2025-12-28,11.9,44.1%,5.8, Ecuador,tablet
EST00119,Python para Datos,14-07-2025,16.0,62.2%,7.92,peru,computador
EST00887,SQL Fundamentals,02/09/2025,17.4,44.9%,4.7,Colombia,Movil
EST00235,SQL Fundamentals,30-07-2025,22.2,24.7%,22.0,CHILE,movil
EST00553,Excel Avanzado,12-10-2025,17.3,54.4%,3.93,COL,MOVIL
EST00819,Visualización de Datos,06/09/2025,16.8,100%,8.33,PER,Tablet
EST00290,Python para Datos,02-01-2025,18.3,62.6%,4.57,ECUADOR,computador
EST00217,Python para Datos,10/28/2025,20.1,77.7%,6.98,peru,MOVIL
EST00050,SQL Fundamentals,07/07/2025,15.9,,7.0,MEX,movil
EST00537,Estadística Aplicada,22-06-2025,10.5,29.7%,,mexico,Tablet
EST00466,Visualización de Datos,07/02/2025,27.1,75.0%,4.48,Peru,MOVIL
EST00952,Excel Avanzado,,15.4,53.0%,6.67,ECU,computador
EST00690,Excel Avanzado,07/12/2025,16.8,63.7%,8.75,mexico,computador
EST00649,Python para Datos,02/28/2025,10.1,72.0%,6.77,COLOMBIA,movil
EST00145,Visualización de Datos,21/07/2025,20.4,70.0%,7.07,peru,computador
EST00821,Visualización de Datos,17-07-2025,14.7,69.6%,7.09,Ecuador,Tablet
EST00727,Estadística Aplicada,13/02/2025,10.2,44.1%,6.07,colombia,Movil
EST00830,Machine Learning Básico,2025-04-07,10.8,83.2%,,COL,computador
EST00334,Excel Avanzado,07/11/2025,9.7,82.2%,9.34,ecuador,MOVIL
EST00113,SQL Fundamentals,13-12-2025,8.8,36.5%,7.67,COL,MOVIL
EST00617,Python para Datos,17-11-2025,15.2,71.1%,7.19,mexico,Movil
EST00584,Machine Learning Básico,02-01-2025,9.1,57.9%,4.96,CHILE,computador
EST00361,SQL Fundamentals,06/04/2025,25.2,80.4%,-5.0,,MOVIL
EST00603,SQL Fundamentals,09/08/2025,8.8,70.5%,6.26,Colombia,Computador
EST00709,Estadística Aplicada,16-12-2025,17.5,71.3%,7.84,México,movil
EST00967,SQL Fundamentals,02/14/2025,26.9,72.7%,5.51,PER,Tablet
EST00339,Visualización de Datos,2025-04-03,13.2,74.5%,5.96,CHI,Tablet
EST00628,Estadística Aplicada,27/07/2025,17.3,75.5%,9.82,Ecuador,Computador
EST00996,Estadística Aplicada,05/12/2025,9.4,53.2%,6.89, Ecuador,computador
EST00685,Python para Datos,05-06-2025,12.3,95.9%,5.99,colombia,tablet
EST00654,Excel Avanzado,05-10-2025,7.9,,8.09,Peru,MOVIL
EST00352,Estadística Aplicada,07/28/2025,21.8,41.2%,6.13,COL,MOVIL
EST00714,Estadística Aplicada,21/03/2025,18.8,37.6%,9.69,México,Computador
EST00550,Python para Datos,01/26/2025,26.8,59.7%,6.31,Mexico,movil
EST00712,Visualización de Datos,30/07/2025,22.4,66.1%,5.53, Ecuador,movil
EST00469,Python para Datos,03/13/2025,25.1,46.2%,7.3,ECUADOR,computador
EST00806,Python para Datos,24-06-2025,8.9,64.0%,6.3, Ecuador,Movil
EST00412,Machine Learning Básico,03/29/2025,21.2,71.6%,7.37,Ecuador,movil
EST00323,Visualización de Datos,23/07/2025,,,5.17, peru,movil
EST00773,Estadística Aplicada,17/08/2025,22.3,99.4%,6.42,Mexico,computador
EST00803,Visualización de Datos,13-08-2025,17.8,79.4%,6.43,ECU,Movil
EST00907,Visualización de Datos,12/02/2025,20.1,,6.88,ecuador,Tablet
EST00184,Machine Learning Básico,02/24/2025,15.7,81.5%,6.91,colombia,Tablet
EST00889,Visualización de Datos,28-07-2025,13.1,100%,4.36,ecuador,Movil
EST00368,Excel Avanzado,25/02/2025,19.0,68.2%,6.96,Ecuador,Movil
EST00581,Python para Datos,05/10/2025,7.9,78.8%,8.46,MEX,Computador
EST00719,Visualización de Datos,2025-07-20,8.4,65.3%,8.33, Ecuador,Computador
EST00343,Excel Avanzado,13-03-2025,8.6,79.6%,9.71,Peru,computador
EST00307,Visualización de Datos,01/04/2025,5.3,72.3%,5.91,ECUADOR,Computador
EST00218,Excel Avanzado,2025-08-06,17.2,,9.3,COL,MOVIL
EST00990,SQL Fundamentals,14/03/2025,19.4,65.1%,,chile,computador
EST00038,Python para Datos,04/12/2025,18.9,64.0%,5.74,Mexico,MOVIL
EST00314,Machine Learning Básico,2025-08-22,14.3,67.5%,6.12,Perú,Computador
EST00911,Visualización de Datos,13/10/2025,6.5,10.2%,6.33,Perú,MOVIL
EST00189,Machine Learning Básico,14-04-2025,12.8,65.7%,6.99,Mexico,Movil
EST00332,Machine Learning Básico,02/07/2025,15.0,55.8%,8.0, peru,Movil
EST00037,Estadística Aplicada,,,61.7%,7.51,,Movil
EST00736,Estadística Aplicada,23-07-2025,16.0,95.2%,8.45,ECU,Tablet
EST00539,Estadística Aplicada,08/03/2025,16.4,73.4%,8.09,ecuador,MOVIL
EST00925,Estadística Aplicada,09/24/2025,21.1,68.0%,8.64,COL,MOVIL
EST00643,SQL Fundamentals,22-05-2025,18.3,75.2%,4.91, Ecuador,Computador
EST00404,Estadística Aplicada,2025-09-16,19.7,90.8%,9.67,México,tablet
EST00697,SQL Fundamentals,18/06/2025,13.1,60.6%,7.45,ECUADOR,MOVIL
EST00922,SQL Fundamentals,25-08-2025,198.7,35.6%,8.07,CHILE,computador
EST00234,Estadística Aplicada,2025-12-02,15.1,97.4%,7.55,ECUADOR,Tablet
EST00103,Excel Avanzado,08-09-2025,14.5,49.9%,5.45,ECU,movil
EST00454,Estadística Aplicada,01/05/2025,14.3,82.0%,9.07,mexico,movil
EST00652,Estadística Aplicada,2025-07-03,,76.6%,5.76,Perú,tablet
EST00014,Python para Datos,2025-10-27,18.0,78.8%,6.36,MEX,Movil
EST00066,Python para Datos,27/06/2025,20.1,81.3%,8.6,MEX,movil
EST00559,Excel Avanzado,03/09/2025,23.5,46.3%,5.64,Colombia,MOVIL
EST00434,Estadística Aplicada,2025-12-05,18.0,,6.87,COLOMBIA,Computador
EST00164,Visualización de Datos,09-12-2025,12.4,30.9%,5.75,peru,movil
EST00264,Excel Avanzado,01/07/2025,21.7,72.2%,4.91,Ecuador,MOVIL
EST00232,Excel Avanzado,2025-10-12,14.7,48.3%,7.99,ECUADOR,Computador
EST00462,SQL Fundamentals,10-05-2025,216.8,86.6%,6.19,ECU,Tablet
EST00236,Excel Avanzado,14/10/2025,7.0,100%,8.24,MEX,Movil
EST00416,SQL Fundamentals,05/25/2025,7.3,54.1%,4.02,Ecuador,Computador
EST00176,Python para Datos,29-10-2025,8.0,92.4%,6.27,COLOMBIA,MOVIL
EST00782,Estadística Aplicada,2025-06-09,10.2,88.2%,6.72,MEX,computador
EST00989,SQL Fundamentals,2025-02-19,18.5,29.7%,8.78,ecuador,Computador
EST00303,Visualización de Datos,2025-10-09,12.7,33.7%,7.58,Mexico,movil
EST00072,SQL Fundamentals,2025-06-06,5.4,73.8%,7.79,ECUADOR,Computador
EST00169,SQL Fundamentals,2025-04-07,20.9,93.7%,7.79,PER,Movil
EST00456,Estadística Aplicada,08/12/2025,21.5,62.6%,3.71,COL,computador
EST00090,Visualización de Datos,2025-10-22,15.5,63.9%,6.74,ECUADOR,movil
EST00118,Machine Learning Básico,07-11-2025,8.3,75.5%,4.76, Ecuador,
EST00322,SQL Fundamentals,11/28/2025,28.6,66.4%,5.24,ecuador,MOVIL
EST00463,Machine Learning Básico,01/28/2025,18.3,67.9%,6.74,CHI,Tablet
EST00717,Machine Learning Básico,12/10/2025,29.5,38.6%,3.64,Colombia,MOVIL
EST00460,Machine Learning Básico,28-08-2025,15.1,76.1%,4.43,México,Movil
EST00706,Excel Avanzado,05/12/2025,18.5,37.9%,6.48,CHI,MOVIL
EST00582,Excel Avanzado,,4.4,68.5%,7.94,CHI,movil
EST00062,Excel Avanzado,2025-12-16,11.9,77.8%,5.95,Ecuador,Movil
EST00757,Estadística Aplicada,2025-09-17,,63.6%,5.42,Peru,MOVIL
EST00187,Excel Avanzado,27/08/2025,8.7,66.0%,6.59,ECU,Movil
EST00620,Visualización de Datos,27-12-2025,26.3,63.5%,7.64,colombia,movil
EST00402,Estadística Aplicada,05/01/2025,10.1,,7.14,Ecuador,computador
EST00233,Visualización de Datos,24/07/2025,18.6,94.0%,6.44,MEX,Tablet
EST00563,Visualización de Datos,05/18/2025,16.2,80.4%,8.9,ECU,Movil
EST00721,Machine Learning Básico,24/09/2025,21.6,69.2%,8.8,ecuador,Movil
EST00073,Estadística Aplicada,18-04-2025,6.5,66.1%,6.29,Colombia,Movil
EST00468,Excel Avanzado,20/04/2025,23.6,72.2%,7.07,Perú,computador
EST00523,Estadística Aplicada,07/11/2025,13.0,35.6%,7.95,PER,Computador
EST00271,SQL Fundamentals,06/02/2025,12.7,74.0%,7.84,México,tablet
EST00112,Visualización de Datos,19/06/2025,11.2,80.3%,7.67,ecuador,Movil
EST00870,Machine Learning Básico,2025-01-09,19.5,,4.38,MEX,MOVIL
EST00891,Machine Learning Básico,07/10/2025,18.6,75.2%,5.69,ECUADOR,MOVIL
EST00875,Estadística Aplicada,22-06-2025,13.6,48.0%,5.04,Ecuador,MOVIL
EST00227,Machine Learning Básico,03/04/2025,15.2,77.4%,9.33,COLOMBIA,computador
EST00330,Excel Avanzado,27/07/2025,13.2,66.8%,4.12,ECUADOR,computador
EST00464,Excel Avanzado,,9.8,77.3%,7.95,ECU,computador
EST00596,Machine Learning Básico,07-06-2025,21.9,36.9%,8.45,PER,computador
EST00756,Python para Datos,2025-03-09,14.5,58.9%,6.68,MEX,MOVIL
EST00196,Visualización de Datos,04/16/2025,200.4,74.1%,9.17,Ecuador,Movil
EST00337,Excel Avanzado,2025-06-04,15.1,35.1%,5.03,Colombia,Tablet
EST00366,Python para Datos,26/09/2025,11.0,70.0%,4.89,México,Computador
EST00940,Excel Avanzado,27-10-2025,15.1,,6.52,mexico,Computador
EST00029,Excel Avanzado,23-11-2025,16.7,67.6%,8.47,COLOMBIA,
EST00817,Python para Datos,2025-11-15,16.3,63.9%,8.63,ECUADOR,Movil
EST00624,SQL Fundamentals,,5.9,79.2%,9.51,Colombia,Computador
EST00521,SQL Fundamentals,19/12/2025,11.3,84.5%,6.77,ECU,Computador
EST00730,Visualización de Datos,03/07/2025,13.5,37.6%,5.79,colombia,computador
EST00138,Machine Learning Básico,12-01-2025,278.0,100%,7.77,COLOMBIA,movil
EST00964,SQL Fundamentals,10/13/2025,18.0,45.3%,6.84,Peru,Movil
EST00061,Visualización de Datos,15/04/2025,,79.6%,4.64,ECU,computador
EST00478,SQL Fundamentals,26/07/2025,12.6,51.4%,6.99,CHILE,computador
EST00527,Python para Datos,05/01/2025,16.8,80.0%,8.71,ECUADOR,Computador
EST00394,Visualización de Datos,06/04/2025,18.6,48.8%,8.02,ECU,
EST00383,Estadística Aplicada,04/25/2025,15.6,82.4%,5.79,COLOMBIA,computador
EST00222,Python para Datos,07/11/2025,16.8,55.2%,6.72,mexico,movil
EST00726,Estadística Aplicada,03/29/2025,10.0,91.8%,7.78,ECU,computador
EST00710,Machine Learning Básico,2025-02-17,12.1,39.4%,7.6,Perú,movil
EST00912,Excel Avanzado,11/24/2025,18.4,50.8%,7.88,COLOMBIA,MOVIL
EST00329,Visualización de Datos,20-03-2025,14.1,56.1%,6.94,chile,movil
EST00013,Machine Learning Básico,10/06/2025,12.2,61.2%,5.09, Ecuador,movil
EST00100,Estadística Aplicada,07/03/2025,21.9,49.3%,4.47,CHILE,MOVIL
EST00984,Excel Avanzado,10-11-2025,11.3,82.9%,, peru,MOVIL
EST00207,Estadística Aplicada,25/01/2025,25.6,60.1%,3.85,PER,movil
EST00104,Visualización de Datos,07/11/2025,9.7,71.7%,7.08,COL,computador
EST00310,Excel Avanzado,07-05-2025,5.6,54.4%,5.13,MEX,Movil
EST00549,Machine Learning Básico,2025-06-10,7.7,81.4%,6.5,,MOVIL
EST00181,Visualización de Datos,27/04/2025,17.8,69.6%,8.1, Ecuador,movil
EST00651,Python para Datos,08/22/2025,10.5,85.7%,,Colombia,computador
EST00498,Machine Learning Básico,25-04-2025,16.1,57.6%,5.64,ECU,Computador
EST00317,Estadística Aplicada,14-01-2025,14.5,60.7%,4.84,COLOMBIA,computador
EST00142,Machine Learning Básico,20-03-2025,15.5,39.4%,9.52,COL,MOVIL
EST00707,Machine Learning Básico,27/01/2025,3.8,65.2%,6.39,,tablet
EST00300,Visualización de Datos,2025-08-14,20.8,60.9%,4.79,México,Movil
EST00759,Excel Avanzado,10/21/2025,13.7,57.4%,9.13,colombia,Computador
EST00211,Excel Avanzado,21-03-2025,21.1,68.7%,8.44,Mexico,Tablet
EST00143,Visualización de Datos,28/10/2025,16.5,65.2%,7.3, Ecuador,Computador
EST00515,Visualización de Datos,01/04/2025,,,8.17,colombia,computador
EST00363,Visualización de Datos,2025-04-01,10.3,69.0%,5.85,peru,Computador
EST00005,Estadística Aplicada,25-01-2025,14.1,58.0%,7.8,,Computador
EST00045,Python para Datos,09/02/2025,11.8,87.5%,6.86,peru,MOVIL
EST00282,Machine Learning Básico,20/07/2025,9.4,59.8%,8.26,ecuador,computador
EST00203,Estadística Aplicada,22-09-2025,18.1,79.0%,4.97,Perú,MOVIL
EST00606,Machine Learning Básico,04-01-2025,18.1,79.1%,5.49, peru,Computador
EST00359,Python para Datos,08/09/2025,13.4,50.3%,7.73,Chile,tablet
EST00786,Visualización de Datos,15/07/2025,14.2,56.2%,4.64,COL,movil
EST00372,Excel Avanzado,2025-05-27,19.4,84.9%,5.51,Perú,Computador
EST00800,Visualización de Datos,12/19/2025,20.8,61.4%,6.79,CHI,Computador
EST00638,SQL Fundamentals,07/01/2025,12.0,84.5%,8.97,Perú,Computador
EST00238,Python para Datos,2025-02-28,11.0,45.7%,7.08,CHI,tablet
EST00668,Excel Avanzado,10/08/2025,25.0,52.1%,6.59,México,computador
EST00274,Machine Learning Básico,23-02-2025,12.9,71.5%,5.27,Ecuador,movil
EST00857,Visualización de Datos,24/10/2025,16.7,72.6%,8.2,MEX,movil
EST00195,Python para Datos,05/10/2025,15.7,61.9%,9.18,CHILE,Movil
EST00514,Python para Datos,2025-06-07,11.6,,6.37,México,computador
EST00849,Excel Avanzado,11-07-2025,4.4,47.1%,5.23,ECUADOR,movil
EST00556,Visualización de Datos,30-07-2025,17.1,74.7%,7.21,Colombia,
EST00210,Machine Learning Básico,05/30/2025,11.7,78.8%,7.71,COL,movil
EST00163,Machine Learning Básico,02/10/2025,20.7,41.6%,5.36,Perú,Movil
EST00718,Python para Datos,2025-11-07,13.1,69.4%,7.59,mexico,Computador
EST00616,Visualización de Datos,07/22/2025,239.4,69.3%,5.61,Ecuador,computador
EST00088,Estadística Aplicada,08/05/2025,12.6,68.7%,7.93,México,computador
EST00970,Python para Datos,2025-06-20,23.8,64.2%,,COLOMBIA,computador
EST00655,Machine Learning Básico,19/04/2025,17.2,64.1%,,ECU,computador
EST00191,Machine Learning Básico,22/12/2025,20.9,81.1%,8.02,ecuador,Computador
EST00179,Machine Learning Básico,21/08/2025,15.2,62.9%,,Perú,tablet
EST00557,Machine Learning Básico,05/01/2025,10.0,90.2%,6.82,Ecuador,movil
EST00609,SQL Fundamentals,01/28/2025,16.0,83.2%,7.43,México,MOVIL
EST00393,Excel Avanzado,07/25/2025,15.8,79.6%,5.73,Peru,MOVIL
EST00734,Python para Datos,2025-10-06,28.4,58.8%,6.52,COLOMBIA,Tablet
EST00604,SQL Fundamentals,2025-05-01,,73.8%,6.91,Perú,tablet
EST00981,Machine Learning Básico,12/06/2025,14.7,62.3%,6.25,Peru,computador
EST00754,Excel Avanzado,09/29/2025,10.1,87.5%,8.46,CHILE,computador
EST00512,Excel Avanzado,20-03-2025,11.1,84.4%,, Ecuador,tablet
EST00723,Excel Avanzado,23-01-2025,19.2,64.0%,8.96, Ecuador,computador
EST00440,Estadística Aplicada,2025-02-08,12.9,54.3%,5.65,COL,computador
EST00472,Visualización de Datos,01/04/2025,,63.3%,7.51,ecuador,Movil
EST00399,Python para Datos,09/14/2025,3.8,30.2%,7.03,,Computador
EST00815,SQL Fundamentals,27/03/2025,23.4,49.6%,6.63,mexico,movil
EST00036,Python para Datos,09/29/2025,23.8,93.1%,5.66,Peru,
EST00750,Excel Avanzado,2025-09-12,10.4,76.0%,4.35,colombia,MOVIL
EST00790,Python para Datos,09/17/2025,17.0,,,Perú,Computador
EST00044,Estadística Aplicada,2025-08-30,10.6,22.1%,6.76, Ecuador,Movil
EST00262,Estadística Aplicada,08-03-2025,18.9,59.6%,5.61, Ecuador,Computador
EST00601,Machine Learning Básico,2025-03-14,10.4,,8.15,colombia,tablet
EST00430,Visualización de Datos,06/20/2025,7.9,68.0%,7.49,COLOMBIA,computador
EST00229,SQL Fundamentals,03/08/2025,4.2,33.8%,8.45,Ecuador,movil
EST00006,Excel Avanzado,12/20/2025,17.5,100%,6.39,ecuador,movil
EST00708,Visualización de Datos,05/02/2025,19.3,97.9%,4.43,ECU,
EST00866,Excel Avanzado,27/01/2025,16.5,58.6%,5.41,ECUADOR,movil
EST00319,Excel Avanzado,03/06/2025,23.9,38.8%,8.01,COL,Tablet
EST00935,Estadística Aplicada,01/20/2025,10.1,57.4%,6.61,Ecuador,tablet
EST00313,Visualización de Datos,23-01-2025,21.1,53.4%,3.59,MEX,
EST00076,Python para Datos,2025-11-28,14.3,25.1%,5.06,peru,Computador
EST00174,SQL Fundamentals,01-01-2025,17.9,70.8%,6.47,México,Tablet
EST00894,SQL Fundamentals,09/14/2025,18.5,43.0%,6.19,,
EST00052,SQL Fundamentals,12/12/2025,10.4,70.2%,5.33,chile,Movil
EST00552,SQL Fundamentals,21/04/2025,15.7,53.7%,6.05,ECU,Movil
EST00842,Machine Learning Básico,10/10/2025,24.3,59.1%,8.14,ecuador,Computador
EST00978,Excel Avanzado,07-09-2025,16.1,67.4%,3.97,COL,Movil
EST00221,Python para Datos,,14.4,51.5%,5.93, Ecuador,computador
EST00509,Excel Avanzado,2025-01-17,18.0,72.7%,7.14,COLOMBIA,Tablet
EST00744,Excel Avanzado,12/01/2025,286.2,86.3%,,Colombia,computador
EST00388,Visualización de Datos,2025-09-27,10.1,64.4%,7.29,PER,MOVIL
EST00094,SQL Fundamentals,10/29/2025,0.5,100%,7.65,ECUADOR,Movil
EST00149,SQL Fundamentals,05/10/2025,14.2,58.6%,22.0,ECU,computador
EST00483,Python para Datos,2025-12-26,18.5,45.6%,5.56,México,movil
EST00905,Excel Avanzado,2025-02-13,19.2,72.4%,6.22,Peru,MOVIL
EST00250,Excel Avanzado,07/14/2025,4.6,57.4%,7.57,Mexico,Computador
EST00341,Estadística Aplicada,05/20/2025,21.1,68.1%,6.69,,tablet
EST00670,Python para Datos,12/16/2025,,77.5%,7.52,Ecuador,Movil
EST00201,SQL Fundamentals,10-02-2025,19.8,51.9%,8.84,CHILE,Movil
EST00092,Visualización de Datos,29/01/2025,17.7,83.7%,15.0,ECUADOR,movil
EST00541,Estadística Aplicada,2025-02-03,8.9,67.3%,7.28,colombia,computador
EST00585,SQL Fundamentals,01/29/2025,10.1,41.4%,6.83,Peru,Movil
EST00443,Visualización de Datos,04/05/2025,12.4,87.7%,10.16,peru,MOVIL
EST00610,Estadística Aplicada,09/09/2025,15.4,59.8%,7.03,colombia,computador
EST00114,Estadística Aplicada,,7.3,69.8%,6.08,ECUADOR,movil
EST00281,Estadística Aplicada,2025-10-05,8.0,45.8%,8.12,COLOMBIA,movil
EST00411,Excel Avanzado,11/08/2025,14.7,44.3%,6.87,ecuador,MOVIL
EST00665,Machine Learning Básico,2025-02-25,14.6,65.9%,5.61,COL,computador
EST00781,SQL Fundamentals,13-12-2025,,55.7%,8.3,MEX,Computador
EST00569,Estadística Aplicada,16/09/2025,14.6,80.2%,7.2,,movil
EST00909,Excel Avanzado,03/23/2025,11.0,70.1%,6.27,ecuador,
EST00985,Visualización de Datos,2025-07-12,13.1,84.8%,8.84,,Computador
EST00336,SQL Fundamentals,26-11-2025,15.5,59.8%,9.22,Ecuador,Tablet
EST00926,Machine Learning Básico,08/08/2025,14.9,57.2%,,PER,Movil
EST00661,Estadística Aplicada,06/27/2025,15.4,32.0%,,México,Tablet
EST00982,Estadística Aplicada,14/05/2025,26.5,70.8%,9.99,Chile,computador
EST00753,Python para Datos,11/01/2025,15.2,76.2%,6.04,ECU,Movil
EST00507,Python para Datos,10/23/2025,18.5,61.7%,6.36,MEX,MOVIL
EST00798,Visualización de Datos,26-08-2025,8.8,81.9%,6.46,ECU,Movil
EST00805,Visualización de Datos,29-12-2025,9.5,70.0%,7.1,ECUADOR,Computador
EST00093,Machine Learning Básico,08/06/2025,6.0,82.9%,5.92,ECU,movil
EST00593,SQL Fundamentals,19/09/2025,20.2,75.9%,8.65,ecuador,Tablet
EST00788,Estadística Aplicada,2025-10-11,13.9,86.9%,5.92,colombia,tablet
EST00784,Machine Learning Básico,03/24/2025,13.6,45.8%,9.11,COL,computador
EST00916,Machine Learning Básico,2025-05-29,,59.0%,5.96, peru,Computador
EST00969,Python para Datos,19/04/2025,17.9,71.8%,10.64,PER,movil
EST00576,Visualización de Datos,03-04-2025,13.6,57.0%,7.56,México,Tablet
EST00574,Machine Learning Básico,05/11/2025,,54.5%,5.31,COLOMBIA,MOVIL
EST00279,Python para Datos,2025-06-21,13.6,56.5%,8.62,ECU,MOVIL
EST00280,Python para Datos,2025-08-12,14.0,77.3%,7.83,PER,Movil
EST00338,Visualización de Datos,2025-05-01,15.2,57.3%,7.99,Chile,tablet
EST00228,Excel Avanzado,12-01-2025,25.1,85.9%,7.1,Ecuador,computador
EST00009,Excel Avanzado,03-11-2025,16.3,69.5%,15.0,Colombia,Movil
EST00086,Machine Learning Básico,05/26/2025,16.9,33.2%,3.89,peru,movil
EST00794,SQL Fundamentals,04/23/2025,24.2,76.5%,5.72,colombia,Tablet
EST00657,Python para Datos,27-11-2025,15.5,71.2%,10.05,peru,movil
EST00776,Visualización de Datos,28/04/2025,23.4,77.0%,7.31,COLOMBIA,Tablet
EST00893,Machine Learning Básico,2025-04-08,6.9,44.2%,6.33,ECUADOR,Computador
EST00097,Machine Learning Básico,15/12/2025,9.7,61.2%,9.11,peru,
EST00342,SQL Fundamentals,2025-01-27,12.8,82.4%,6.16,MEX,
EST00122,Visualización de Datos,02/18/2025,16.1,58.5%,4.46,Ecuador,MOVIL
EST00157,SQL Fundamentals,09/19/2025,,57.8%,6.27,Mexico,Computador
EST00797,Visualización de Datos,09/08/2025,18.1,42.0%,7.13, Ecuador,MOVIL
EST00686,Visualización de Datos,17/02/2025,10.5,77.6%,11.2, Ecuador,Computador
EST00722,Estadística Aplicada,17-10-2025,,67.3%,6.54,ECUADOR,Tablet
EST00634,Python para Datos,14-09-2025,13.6,67.0%,4.88,ECU,Movil
EST00471,Estadística Aplicada,05/05/2025,14.6,48.7%,5.55,Mexico,MOVIL
EST00558,SQL Fundamentals,05/10/2025,16.2,74.7%,7.78,ecuador,Tablet
EST00294,SQL Fundamentals,2025-03-31,13.1,75.2%,7.29,ecuador,MOVIL
EST00960,Machine Learning Básico,10/26/2025,20.1,80.8%,8.23,México,computador
EST00591,SQL Fundamentals,06/28/2025,16.5,46.7%,,colombia,tablet
EST00165,Estadística Aplicada,21-04-2025,12.5,58.8%,8.57,Perú,computador
EST00792,Python para Datos,2025-07-05,15.6,67.3%,5.6,ECU,movil
EST00283,Estadística Aplicada,30/09/2025,23.2,29.4%,5.8,ECU,Computador
EST00365,Machine Learning Básico,2025-02-06,17.4,63.2%,6.2,colombia,MOVIL
