id_viaje,tipo_vehiculo,fecha_inicio,hora_inicio,duracion_minutos,distancia_km,costo,zona,edad_usuario,metodo_pago
VJ001199,Bici,2025-06-20,14:35,22.0,4.01,2.99,norte,95.0,Tarjeta
VJ000149,bicicleta,2025-08-31,13:29,7.4,1.78,,Centro ,38.0,Billetera digital
VJ001188,bicicleta,2025-06-21,19:03,12.3,2.65,1.45,centro,30.0,EFECTIVO
VJ000782,patineta,2025-06-24,14:25,28.3,4.32,3.05,norte,33.0,Efectivo
VJ002982,Bicicleta,2025-06-11,21:17,8.9,1.2,108.48,centro,50.0,tarjeta
VJ001988,bicicleta,2025-07-23,08:05,11.9,2.36,2.48,samborondon,24.0,Billetera digital
VJ002960,PATINETA,2025-06-06,08:00,18.9,4.06,2.54, Norte,5.0,tarjeta
VJ000268,patineta,2025-06-23,17:58,14.4,2.86,2.02,CENTRO,49.0,tarjeta
VJ001041, Patineta,2025-06-28,07:47,4.8,1.22,1.43,Centro ,28.0,tarjeta
VJ001710,bicicleta,2025-08-19,21:25,23.9,3.87,3.27,CENTRO,29.0,Efectivo
VJ001718,patineta,2025-08-05,22:29,1.0,0.1,0.77,Centro ,33.0,billetera digital
VJ000920, Patineta,2025-08-29,20:45,9.8,2.59,1.86,sur,38.0,Efectivo
VJ001843,Bicicleta,2025-07-01,07:33,17.6,2.84,2.48,Centro ,26.0,Tarjeta
VJ001271,Patineta,2025-07-09,05:12,11.5,1.64,1.81,samborondon,38.0,Tarjeta
VJ000635, Patineta,2025-07-30,07:19,11.6,2.48,2.17,Centro,48.0,efectivo
VJ002863, Patineta,2025-06-10,08:38,21.5,4.9,2.28,centro,33.0,Tarjeta
VJ001549,patineta,2025-06-10,17:23,16.1,4.05,2.31,Sur,39.0,billetera digital
VJ002987, Bicicleta,2025-06-27,07:50,1.0,0.1,0.37,norte,35.0,Efectivo
VJ000429,BICICLETA,2025-07-28,16:21,13.6,2.14,1.92,Centro ,37.0,tarjeta
VJ000470,bicicleta,2025-08-22,21:18,11.6,2.72,1.98,centro,,Efectivo
VJ001770,patineta,2025-07-29,18:54,11.1,2.11,1.76,Samborondón,,Billetera Digital
VJ002661,Bicicleta,2025-06-16,10:14,10.6,1.58,1.83,Samborondón,37.0,BILLETERA DIGITAL
VJ001917,Scooter,2025-06-17,09:29,3.0,-0.5,0.97,CENTRO,36.0,billetera digital
VJ002921,PATINETA,2025-08-08,14:30,9.2,2.14,1.27,NORTE,,tarjeta
VJ001804,Bicicleta,2025-08-18,22:40,20.4,2.87,2.71,SUR,40.0,EFECTIVO
VJ002969,Patineta,2025-08-25,05:44,16.3,2.81,2.78,centro,20.0,billetera digital
VJ000342,Bicicleta,2025-08-05,05:49,6.7,1.1,,centro,16.0,Tarjeta
VJ000200, Bicicleta,2025-08-03,11:18,17.6,2.73,160.87,SAMBORONDON,40.0,Billetera Digital
VJ002925,patineta,2025-08-04,18:18,6.0,1.37,1.69,Centro,46.0,billetera digital
VJ000598,Bicicleta,2025-07-26,13:22,16.2,3.37,2.22,Centro ,32.0,Tarjeta
VJ002263,Bici,2025-07-19,22:00,13.8,2.45,2.41,SAMBORONDON,35.0,tarjeta
VJ002355,PATINETA,2025-07-10,13:04,10.8,2.58,105.71,Norte,33.0,billetera digital
VJ001467,Scooter,2025-07-28,11:51,15.7,2.73,1.98,CENTRO,16.0,efectivo
VJ001673, Patineta,2025-07-23,18:49,10.1,2.43,2.04,SUR,24.0,Tarjeta
VJ000113,patineta,2025-06-24,22:21,13.8,3.44,2.82,sur,30.0,tarjeta
VJ000926,Patineta,2025-06-13,07:47,3.3,0.79,0.96,Centro ,16.0,tarjeta
VJ001789,PATINETA,2025-06-07,15:00,15.4,4.06,2.82,Centro ,27.0,BILLETERA DIGITAL
VJ000321,patineta,2025-06-19,07:47,6.8,1.63,1.07,sur,48.0,tarjeta
VJ002798,Patineta,2025-08-28,16:38,17.6,-0.5,2.31,SAMBORONDON,36.0,Tarjeta
VJ002384,PATINETA,2025-07-11,22:16,12.3,2.82,1.98,Centro ,23.0,Billetera Digital
VJ001474,Scooter,2025-08-31,09:39,6.9,1.43,1.46,samborondon,41.0,Tarjeta
VJ001167,BICICLETA,2025-06-11,18:22,4.1,0.97,1.3,samborondon,42.0,tarjeta
VJ001901,Bicicleta,2025-07-08,07:04,16.6,2.71,2.48,norte,22.0,Billetera digital
VJ001095, Patineta,2025-08-18,19:06,11.2,1.54,1.72,Centro ,16.0,tarjeta
VJ002816,Bicicleta,2025-06-02,12:39,23.4,5.06,3.56,NORTE,17.0,BILLETERA DIGITAL
VJ000895, Patineta,2025-06-18,19:49,6.3,1.38,0.4,Centro ,16.0,EFECTIVO
VJ001496,bicicleta,2025-07-03,13:22,10.7,2.4,1.62,Centro ,35.0,EFECTIVO
VJ002346, Bicicleta,2025-07-10,08:53,17.0,3.06,2.11,centro,16.0,EFECTIVO
VJ000444,bicicleta,2025-06-18,10:05,7.2,1.58,1.07,CENTRO,30.0,Tarjeta
VJ001330, Bicicleta,2025-07-22,18:20,10.8,2.32,,CENTRO,29.0,BILLETERA DIGITAL
VJ002167, Bicicleta,2025-06-23,18:38,18.5,2.88,2.54,Samborondón,33.0,efectivo
VJ000272,Bici,2025-08-21,06:02,1.0,0.1,0.56,centro,36.0,tarjeta
VJ000805,PATINETA,2025-06-13,10:48,3.3,0.86,0.73,centro,23.0,Billetera Digital
VJ000180,Patineta,2025-07-10,08:41,16.3,4.11,,NORTE,23.0,TARJETA
VJ001228,Bicicleta,2025-07-14,17:46,15.0,3.23,2.3,Samborondón,20.0,tarjeta
VJ001510,BICICLETA,2025-06-23,05:54,7.8,1.68,1.68,norte,31.0,TARJETA
VJ001202,BICICLETA,2025-07-17,17:47,10.8,1.67,1.74,Centro,20.0,Tarjeta
VJ000613,Bici,2025-07-20,07:39,7.6,1.37,1.65,centro,44.0,Billetera digital
VJ002636,PATINETA,2025-07-13,21:29,14.8,2.53,2.0,Centro ,,Billetera digital
VJ001442, Bicicleta,2025-06-06,14:13,6.5,1.41,,centro,,TARJETA
VJ002371, Patineta,2025-06-12,07:01,14.0,1.98,1.96,SAMBORONDON,32.0,BILLETERA DIGITAL
VJ002050,BICICLETA,2025-07-12,23:08,9.0,1.62,1.68,sur,,EFECTIVO
VJ002291,Scooter,2025-08-22,14:59,15.7,3.02,,NORTE,39.0,TARJETA
VJ000704,Bicicleta,2025-06-04,22:35,15.4,3.59,2.71,Norte,,Billetera Digital
VJ002111,bicicleta,2025-08-25,17:19,1.0,0.1,0.45,Samborondon,36.0,efectivo
VJ002208,Bicicleta,2025-08-13,04:36,10.1,2.3,2.24,CENTRO,33.0,Tarjeta
VJ001437,PATINETA,2025-06-23,06:27,10.9,2.38,1.59,Sur,32.0,Efectivo
VJ001015,Bicicleta,2025-07-13,20:13,11.8,2.98,2.18,norte,21.0,Tarjeta
VJ002189,bicicleta,2025-08-31,17:55,10.9,1.8,2.15,SUR,16.0,billetera digital
VJ002372, Bicicleta,2025-06-05,22:28,5.4,1.04,1.58,Samborondon,40.0,tarjeta
VJ001089,BICICLETA,2025-07-20,17:55,2.4,0.54,,samborondon,26.0,BILLETERA DIGITAL
VJ000823,Patineta,2025-07-14,09:28,4.6,1.09,1.11,norte,34.0,Billetera digital
VJ000164,Bicicleta,2025-07-12,04:13,7.0,1.44,1.22,SUR,29.0,efectivo
VJ000819,bicicleta,2025-08-10,13:05,5.3,1.16,0.93,Centro ,35.0,EFECTIVO
VJ001135,patineta,2025-08-19,11:43,25.7,3.79,4.3,Sur,31.0,Billetera digital
VJ000836,patineta,2025-07-12,20:56,28.3,0.0,3.79,Norte,17.0,tarjeta
VJ000676,PATINETA,2025-08-27,20:30,18.0,3.15,,sur,33.0,Tarjeta
VJ000273,PATINETA,2025-06-22,09:53,4.5,1.15,0.92,Norte,40.0,Tarjeta
VJ000196, Patineta,2025-08-15,09:36,18.4,3.97,2.72,CENTRO,27.0,Tarjeta
VJ000732,BICICLETA,2025-07-31,12:57,16.2,2.49,,SAMBORONDON,37.0,Tarjeta
VJ000596,Bici,2025-07-01,07:40,18.3,4.03,2.86,norte,5.0,Tarjeta
VJ001543,bicicleta,2025-06-01,21:00,8.8,2.31,1.64,SAMBORONDON,44.0,efectivo
VJ001435, Bicicleta,2025-06-01,11:29,13.2,2.34,2.0,Centro ,16.0,BILLETERA DIGITAL
VJ000760,Bici,2025-06-16,16:06,7.5,1.2,1.97,Samborondón,34.0,tarjeta
VJ000956,Bici,2025-08-18,06:21,23.0,3.99,3.59,Samborondón,19.0,BILLETERA DIGITAL
VJ001324,BICICLETA,2025-06-18,00:59,16.3,-2.0,2.6, Norte,32.0,Billetera Digital
VJ000569,Patineta,2025-08-29,14:37,6.3,1.31,1.44,,29.0,tarjeta
VJ000140, Patineta,2025-07-11,13:06,7.8,1.25,1.16,NORTE,30.0,TARJETA
VJ002077, Patineta,2025-08-11,08:42,12.3,2.83,2.24,samborondon,28.0,tarjeta
VJ002370,Bicicleta,2025-08-30,22:34,17.0,3.66,2.5,norte,26.0,tarjeta
VJ001148,Patineta,2025-08-07,14:31,20.4,3.64,3.06,samborondon,24.0,Billetera Digital
VJ002362, Bicicleta,2025-08-23,15:43,10.7,2.56,1.91,CENTRO,38.0,Tarjeta
VJ001257,patineta,2025-08-21,08:08,7.5,1.58,,Norte,24.0,BILLETERA DIGITAL
VJ002081,Scooter,2025-08-07,19:04,15.1,3.12,1.77,Samborondón,24.0,TARJETA
VJ002709,Scooter,2025-06-12,06:35,15.9,3.42,2.42, Norte,39.0,Billetera Digital
VJ002944, Patineta,2025-07-23,19:45,20.1,4.02,3.03, Norte,38.0,tarjeta
VJ002954,PATINETA,2025-08-29,18:32,13.9,2.43,, Norte,19.0,tarjeta
VJ002219, Bicicleta,2025-06-15,22:15,10.3,2.18,1.61,CENTRO,28.0,BILLETERA DIGITAL
VJ001679,Patineta,2025-07-10,07:33,14.4,2.12,2.5,Samborondon,34.0,Billetera digital
VJ002711,Bicicleta,2025-06-10,06:21,14.3,2.12,2.09,Centro ,,TARJETA
VJ000708,Bici,2025-07-06,17:32,221.8,3.03,3.29,NORTE,22.0,efectivo
VJ000685, Bicicleta,2025-08-15,18:49,21.3,3.04,3.46,Samborondón,34.0,tarjeta
VJ001240,Scooter,2025-07-31,09:11,18.9,3.15,3.33,Centro,47.0,Tarjeta
VJ001054,patineta,2025-08-26,08:01,13.9,2.38,1.99,Centro ,35.0,TARJETA
VJ001210,Patineta,2025-08-08,13:58,13.5,3.17,2.52,Norte,26.0,efectivo
VJ000778,Patineta,2025-07-31,08:51,13.4,1.94,1.85,Samborondon,30.0,Tarjeta
VJ000540,patineta,2025-08-16,14:47,7.3,1.86,1.3,centro,16.0,tarjeta
VJ002495,Patineta,2025-08-22,07:13,14.0,3.61,2.26,Centro,29.0,tarjeta
VJ000084,BICICLETA,2025-08-04,12:35,10.6,2.19,1.33,sur,60.0,billetera digital
VJ002762,Bici,2025-07-01,20:51,15.9,2.5,2.05,Norte,37.0,efectivo
VJ002787,bicicleta,2025-06-02,16:15,1.0,0.1,0.58,Centro ,16.0,EFECTIVO
VJ000531,Bicicleta,2025-07-18,11:53,5.1,1.36,1.44,NORTE,16.0,
VJ001951, Patineta,2025-08-12,07:52,9.1,2.22,1.64,samborondon,42.0,Tarjeta
VJ002634,Bicicleta,2025-08-10,12:11,4.5,0.88,0.9,Samborondon,,TARJETA
VJ000535,Patineta,2025-06-24,07:54,6.9,1.28,1.64,Samborondón,,TARJETA
VJ001284,PATINETA,2025-07-23,18:56,4.0,1.07,1.61,Centro,34.0,Tarjeta
VJ002958,Bici,2025-07-29,08:14,20.5,2.93,3.19,centro,19.0,tarjeta
VJ001107,Bicicleta,2025-07-21,23:31,24.3,3.5,3.36,norte,24.0,efectivo
VJ001961,patineta,2025-07-20,04:21,16.1,2.67,2.61,Centro,37.0,BILLETERA DIGITAL
VJ001592,bicicleta,2025-06-13,11:28,10.8,2.51,1.53,samborondon,18.0,Tarjeta
VJ001842,bicicleta,2025-07-01,15:48,6.4,0.9,1.69,Sur,32.0,Efectivo
VJ000514,bicicleta,2025-06-18,18:31,7.4,1.51,1.23,CENTRO,26.0,TARJETA
VJ002436,Scooter,2025-06-18,09:28,14.0,2.53,1.76,Centro,49.0,tarjeta
VJ002755,Scooter,2025-06-18,08:32,20.2,2.72,2.91,CENTRO,19.0,Efectivo
VJ002539,Bicicleta,2025-06-27,07:43,8.9,2.3,1.04,Norte,38.0,billetera digital
VJ000936,patineta,2025-07-16,07:28,3.9,0.66,0.54,CENTRO,,EFECTIVO
VJ001226,Bici,2025-07-07,17:11,12.0,2.77,,CENTRO,31.0,Billetera digital
VJ002790,BICICLETA,2025-07-09,18:58,25.1,3.58,4.0, Norte,24.0,Efectivo
VJ001792,Bici,2025-08-07,17:27,11.7,2.75,2.08,NORTE,38.0,TARJETA
VJ001363,PATINETA,2025-06-09,17:27,18.5,2.6,2.86,sur,16.0,Tarjeta
VJ001159,Bici,2025-08-08,06:58,9.0,1.85,1.29,Centro ,32.0,Billetera digital
VJ002738, Patineta,2025-07-04,20:07,14.5,3.08,2.27,centro,16.0,Efectivo
VJ002458,Patineta,2025-08-06,08:52,0.0,2.77,,samborondon,38.0,BILLETERA DIGITAL
VJ002751,Bici,2025-07-18,18:00,12.5,2.9,2.13, Norte,40.0,tarjeta
VJ001732,Bicicleta,2025-06-26,12:53,10.0,1.39,2.1,NORTE,27.0,Billetera digital
VJ000400,BICICLETA,2025-06-28,12:32,13.2,2.65,2.21,Samborondon,35.0,Tarjeta
VJ001695,BICICLETA,2025-07-01,18:08,7.7,2.05,,Centro ,46.0,Efectivo
VJ001062,Bicicleta,2025-07-27,18:54,20.2,3.18,3.12,Centro ,41.0,Billetera digital
VJ000984,BICICLETA,2025-07-03,20:56,5.3,1.41,1.36,Sur,42.0,tarjeta
VJ001553, Bicicleta,2025-06-20,06:05,1.0,0.1,0.8,norte,35.0,Tarjeta
VJ002758,Bicicleta,2025-07-26,16:38,11.3,2.48,,centro,38.0,efectivo
VJ000361,patineta,2025-06-07,14:17,24.6,3.42,3.48,centro,23.0,tarjeta
VJ000941,bicicleta,2025-06-25,20:27,5.8,1.12,0.98,Centro ,24.0,TARJETA
VJ001783,Scooter,2025-06-07,07:59,13.8,1.91,1.89, Norte,26.0,TARJETA
VJ002472,BICICLETA,2025-07-18,19:29,20.7,3.7,3.16,,29.0,EFECTIVO
VJ000717,patineta,2025-08-23,17:17,10.8,2.77,1.72,sur,18.0,Billetera digital
VJ002266,patineta,2025-06-17,10:02,7.9,-2.0,,samborondon,25.0,efectivo
VJ002477, Patineta,2025-07-08,23:47,10.9,2.43,1.6,Centro,22.0,TARJETA
VJ000016,PATINETA,2025-06-08,19:00,7.1,1.82,1.49,Norte,25.0,EFECTIVO
VJ002019, Bicicleta,2025-06-16,21:05,24.6,3.77,3.08,SUR,35.0,Tarjeta
VJ002360, Patineta,2025-07-05,05:51,12.2,2.21,2.38,centro,29.0,tarjeta
VJ002171, Bicicleta,2025-07-07,11:17,12.7,2.86,1.26,SUR,39.0,Tarjeta
VJ002749,bicicleta,2025-06-18,09:42,16.0,2.54,2.44,Samborondón,36.0,efectivo
VJ000480, Patineta,2025-07-07,23:58,18.6,4.4,2.4,CENTRO,18.0,Tarjeta
VJ002474, Bicicleta,2025-08-19,09:17,12.3,1.72,1.95,samborondon,33.0,Billetera Digital
VJ000047,Patineta,2025-06-26,08:09,7.0,1.18,1.51,Centro ,18.0,efectivo
VJ001084,Patineta,2025-08-10,18:43,11.0,2.64,1.73,Centro ,20.0,billetera digital
VJ001370,Patineta,2025-06-20,19:46,20.9,3.9,197.11,CENTRO,26.0,billetera digital
VJ000066,BICICLETA,2025-06-24,21:05,347.4,2.98,1.98,centro,34.0,tarjeta
VJ002586,Patineta,2025-07-22,06:42,12.2,2.27,1.89,NORTE,41.0,billetera digital
VJ000691,Scooter,2025-06-14,14:24,15.9,2.41,2.36,Centro,16.0,tarjeta
VJ001862,BICICLETA,2025-07-31,18:49,3.9,0.73,1.59,Centro ,23.0,TARJETA
VJ002668,Bici,2025-07-05,20:21,5.7,1.46,2.02, Norte,16.0,Billetera digital
VJ002042,Bici,2025-07-08,21:39,2.7,-2.0,,NORTE,33.0,Tarjeta
VJ000233,Bici,2025-07-31,15:09,14.5,3.52,2.35,samborondon,16.0,Tarjeta
VJ001117,Bicicleta,2025-07-06,08:39,17.0,3.44,2.6,norte,36.0,billetera digital
VJ002098, Bicicleta,2025-08-31,19:00,12.3,2.73,2.12,Centro ,45.0,EFECTIVO
VJ000335,Bici,2025-07-26,04:19,9.0,2.27,1.39,Sur,23.0,
VJ002976,Scooter,2025-08-11,12:55,21.2,3.89,3.41,Samborondon,30.0,tarjeta
VJ001879,Bicicleta,2025-07-04,01:15,14.1,-0.5,2.62,centro,36.0,Efectivo
VJ000261,Scooter,2025-06-13,05:01,7.3,1.92,116.22,Centro,20.0,Tarjeta
VJ000588, Bicicleta,2025-08-19,06:48,5.8,1.46,0.68,Centro,16.0,Billetera digital
VJ002140,bicicleta,2025-06-04,11:20,15.8,2.45,2.86,centro,25.0,tarjeta
VJ000668,bicicleta,2025-08-23,07:14,9.3,1.8,1.03,Centro,23.0,Tarjeta
VJ001867,PATINETA,2025-08-13,01:10,12.2,2.24,1.79,Centro,,billetera digital
VJ002118,Bici,2025-06-28,15:33,17.2,4.56,2.48,norte,17.0,Tarjeta
VJ001852,Patineta,2025-07-17,19:35,8.9,1.2,1.12,Samborondon,36.0,tarjeta
VJ000044, Patineta,2025-08-24,07:37,19.7,3.15,2.82,SUR,39.0,tarjeta
VJ000333,PATINETA,2025-06-17,08:35,19.8,4.85,2.38,NORTE,39.0,tarjeta
VJ002308, Patineta,2025-08-16,12:30,4.8,0.66,1.37,centro,31.0,TARJETA
VJ002926, Patineta,2025-07-13,20:46,5.1,1.02,0.96,CENTRO,28.0,tarjeta
VJ000260, Bicicleta,2025-08-31,16:20,1.0,0.1,, Norte,35.0,billetera digital
VJ000297,Bicicleta,2025-06-08,13:53,5.9,1.38,0.62,Centro,,Efectivo
VJ001865,Patineta,2025-08-28,19:29,426.7,2.19,1.29,Centro,22.0,TARJETA
VJ000151,BICICLETA,2025-06-22,08:42,13.2,2.25,,SAMBORONDON,31.0,TARJETA
VJ001892,Patineta,2025-06-25,20:13,8.6,1.68,1.65,Centro ,31.0,Tarjeta
VJ001597,BICICLETA,2025-06-11,17:51,8.4,2.0,,Centro ,23.0,efectivo
VJ002207,Patineta,2025-06-04,08:30,1.0,0.1,0.63,Norte,34.0,Tarjeta
VJ002671,bicicleta,2025-06-20,06:38,4.1,1.04,1.02,Centro,50.0,BILLETERA DIGITAL
VJ001082, Patineta,2025-06-30,07:54,4.8,0.72,1.97,Sur,21.0,BILLETERA DIGITAL
VJ002587,Bicicleta,2025-08-18,19:05,17.8,4.13,2.92,NORTE,,efectivo
VJ001258,Scooter,2025-06-26,19:17,1.4,0.31,1.59,SUR,26.0,Billetera digital
VJ002356,bicicleta,2025-07-31,09:57,11.0,1.71,1.69,sur,29.0,Tarjeta
VJ002265,Bici,2025-08-10,08:27,16.1,2.29,2.37,sur,,TARJETA
VJ001168,bicicleta,2025-07-07,20:34,1.0,0.2,0.38,Sur,28.0,EFECTIVO
VJ000307,BICICLETA,2025-07-19,12:17,301.4,2.99,2.8,norte,35.0,efectivo
VJ000638,patineta,2025-06-01,19:32,20.1,2.73,3.22,Samborondón,16.0,EFECTIVO
VJ002578,Bici,2025-06-27,11:18,6.8,1.7,1.17,centro,32.0,tarjeta
VJ001141, Bicicleta,2025-08-31,19:55,21.3,2.97,3.24,Centro,24.0,Billetera Digital
VJ000641, Patineta,2025-06-28,06:42,5.6,1.2,1.31,centro,28.0,billetera digital
VJ001858,Bicicleta,2025-08-26,13:12,13.5,2.46,1.82,Centro,34.0,Billetera digital
VJ000860, Bicicleta,2025-07-25,16:36,5.4,0.94,0.96,Norte,26.0,Tarjeta
VJ002712,Scooter,2025-07-27,19:25,379.8,2.13,2.12,sur,,TARJETA
VJ000881,Bicicleta,2025-06-05,11:40,9.5,1.65,1.63,CENTRO,,Tarjeta
VJ001383,Bicicleta,2025-08-19,09:07,23.8,4.35,3.49,norte,43.0,BILLETERA DIGITAL
VJ002329,BICICLETA,2025-08-28,18:37,14.4,2.75,2.36,samborondon,35.0,efectivo
VJ000916,patineta,2025-08-09,12:14,6.3,1.33,,NORTE,110.0,Billetera Digital
VJ001003,BICICLETA,2025-06-27,04:46,7.2,1.64,1.22,Samborondón,37.0,tarjeta
VJ001618,Scooter,2025-08-29,20:14,17.2,2.44,3.09,CENTRO,29.0,BILLETERA DIGITAL
VJ000443,Bicicleta,2025-06-18,12:47,35.7,5.4,,CENTRO,32.0,tarjeta
VJ001609,BICICLETA,2025-07-04,17:16,3.9,1.0,0.88,sur,34.0,EFECTIVO
VJ002168,bicicleta,2025-07-14,21:40,24.5,3.98,3.65, Norte,35.0,TARJETA
VJ000331,patineta,2025-07-15,03:23,16.6,4.32,2.8,CENTRO,27.0,Tarjeta
VJ001916,Bici,2025-06-18,14:04,11.0,2.89,1.69,,28.0,Tarjeta
VJ002752,PATINETA,2025-08-16,07:22,14.7,2.42,1.97,sur,32.0,efectivo
VJ002568, Bicicleta,2025-07-28,19:11,12.3,1.89,2.28,centro,42.0,EFECTIVO
VJ000673, Patineta,2025-08-14,19:57,31.6,4.22,3.93,samborondon,41.0,tarjeta
VJ000657,Patineta,2025-08-01,09:45,9.7,1.92,1.29,CENTRO,34.0,TARJETA
VJ001736, Bicicleta,2025-06-26,09:43,9.6,1.88,1.67,sur,26.0,billetera digital
VJ001844,Scooter,2025-07-06,12:55,34.1,4.76,4.6,centro,49.0,tarjeta
VJ000853,Bici,2025-06-11,19:10,5.7,1.44,1.02,Norte,22.0,BILLETERA DIGITAL
VJ001777, Patineta,2025-07-11,18:56,17.7,3.22,2.85,Centro,32.0,Billetera digital
VJ000223,Bicicleta,2025-06-12,07:49,334.7,2.77,2.67,samborondon,23.0,Tarjeta
VJ000494,Bici,2025-08-26,13:12,16.2,2.58,2.65,CENTRO,42.0,TARJETA
VJ001192,Bici,2025-06-04,10:24,2.8,0.52,,SUR,45.0,TARJETA
VJ002342,Scooter,2025-06-26,05:14,6.5,1.49,,norte,16.0,Billetera digital
VJ001151,BICICLETA,2025-07-23,18:56,7.8,2.03,1.1,samborondon,24.0,tarjeta
VJ000418,patineta,2025-08-27,07:42,17.3,3.23,,NORTE,23.0,Billetera digital
VJ001835, Patineta,2025-07-29,22:42,10.6,2.8,1.68, Norte,37.0,EFECTIVO
VJ001457,Patineta,2025-08-18,10:34,36.0,5.79,5.07,Samborondon,25.0,Tarjeta
VJ001259, Patineta,2025-07-05,21:56,4.6,0.93,1.36,sur,16.0,EFECTIVO
VJ002499,bicicleta,2025-08-12,13:04,4.7,1.19,0.51,SUR,25.0,Efectivo
VJ001407,BICICLETA,2025-06-30,13:26,13.9,3.08,2.29,centro,22.0,Tarjeta
VJ001132,Patineta,2025-07-08,08:27,223.4,4.04,2.1,norte,29.0,TARJETA
VJ001136, Patineta,2025-06-24,17:46,274.1,1.92,1.42,Norte,32.0,Efectivo
VJ001762, Patineta,2025-08-18,06:51,6.5,1.53,1.21,CENTRO,38.0,EFECTIVO
VJ000849, Bicicleta,2025-08-11,18:18,7.7,-2.0,1.71,CENTRO,21.0,Tarjeta
VJ001640,Bici,2025-06-10,20:00,5.5,0.83,1.0,,39.0,
VJ000199,PATINETA,2025-08-26,18:28,10.0,2.44,1.93,sur,30.0,TARJETA
VJ001174,PATINETA,2025-07-06,10:27,20.9,3.52,2.2,NORTE,51.0,tarjeta
VJ002475,PATINETA,2025-06-22,19:48,25.1,4.2,3.93,NORTE,33.0,BILLETERA DIGITAL
VJ000327, Patineta,2025-08-13,08:28,7.7,1.81,0.95,NORTE,30.0,tarjeta
VJ000595,Scooter,2025-06-17,06:41,4.3,1.13,1.51,,20.0,tarjeta
VJ000339,Bicicleta,2025-07-18,16:48,5.7,1.43,1.27,norte,17.0,
VJ000395,Scooter,2025-06-21,14:08,13.9,2.27,1.73, Norte,33.0,Efectivo
VJ000517,bicicleta,2025-08-15,07:48,15.8,4.09,2.68,CENTRO,16.0,EFECTIVO
VJ002120,Bicicleta,2025-08-08,08:31,9.1,2.36,1.79,Centro ,34.0,Billetera digital
VJ002293,Bici,2025-08-12,11:57,28.1,4.14,3.67, Norte,26.0,TARJETA
VJ002249,Bicicleta,2025-07-17,19:16,3.5,0.79,1.14,SAMBORONDON,44.0,Tarjeta
VJ000317, Patineta,2025-06-10,04:43,8.5,1.16,1.15,Norte,33.0,Efectivo
VJ002010,Scooter,2025-06-26,17:47,9.9,1.58,1.46,Samborondon,21.0,efectivo
VJ002599,patineta,2025-06-16,17:47,14.8,2.52,206.17,sur,27.0,BILLETERA DIGITAL
VJ002453,Patineta,2025-08-01,15:30,1.0,0.1,,norte,37.0,Tarjeta
VJ000094,patineta,2025-08-27,16:09,13.9,2.29,1.92,,16.0,efectivo
VJ002955,Bici,2025-07-07,19:04,1.0,0.19,0.63,NORTE,42.0,Tarjeta
VJ000294,Scooter,2025-06-21,20:33,9.0,2.04,1.3,norte,32.0,TARJETA
VJ001481,Bicicleta,2025-08-07,22:57,14.4,3.8,2.6,Centro,16.0,tarjeta
VJ002382,Scooter,2025-06-14,11:53,17.1,3.95,176.3,Centro,41.0,Billetera Digital
VJ000197,Bicicleta,2025-06-02,19:34,17.8,3.37,3.08,NORTE,31.0,TARJETA
VJ000520, Bicicleta,2025-08-16,19:44,8.1,1.95,1.26,CENTRO,22.0,Tarjeta
VJ000473,Patineta,2025-07-26,18:31,7.9,2.01,1.92,Sur,31.0,efectivo
VJ000225, Bicicleta,2025-08-29,06:18,19.3,2.95,2.69,Centro ,16.0,EFECTIVO
VJ001647,PATINETA,2025-08-15,19:06,20.6,3.87,2.16,centro,16.0,Efectivo
VJ001589, Bicicleta,2025-07-15,08:41,4.9,0.67,0.99,Sur,39.0,tarjeta
VJ002449,patineta,2025-08-03,18:08,9.3,2.33,2.03, Norte,31.0,Tarjeta
VJ001671, Patineta,2025-07-24,13:35,11.6,1.62,1.62,Norte,26.0,TARJETA
VJ001505,Patineta,2025-07-10,12:13,11.4,2.45,,samborondon,28.0,TARJETA
VJ002195,Bicicleta,2025-06-19,11:12,479.8,1.88,1.4,centro,32.0,tarjeta
VJ002719,PATINETA,2025-06-04,11:28,11.2,2.13,2.03,NORTE,22.0,EFECTIVO
VJ002029,Bici,2025-06-05,18:48,25.4,5.1,3.73, Norte,37.0,billetera digital
VJ002622,bicicleta,2025-07-06,06:34,15.6,3.62,2.18,norte,27.0,Tarjeta
VJ000564,PATINETA,2025-07-25,08:33,14.5,3.5,1.91,SAMBORONDON,50.0,tarjeta
VJ000083, Patineta,2025-06-17,18:43,22.3,3.8,2.84,Sur,29.0,
VJ001289,Patineta,2025-06-23,06:56,10.6,2.46,1.82,Centro ,55.0,Tarjeta
VJ002014,Bicicleta,2025-08-28,19:09,17.1,2.59,2.47,samborondon,21.0,Billetera Digital
VJ002940, Patineta,2025-07-16,15:56,12.4,1.79,2.52,Samborondon,21.0,Billetera Digital
VJ002664,PATINETA,2025-07-11,16:38,13.0,3.39,1.88,centro,45.0,BILLETERA DIGITAL
VJ000708,Bici,2025-07-06,17:32,221.8,3.03,3.29,NORTE,22.0,efectivo
VJ001166,Patineta,2025-07-25,22:25,8.1,2.02,1.41,NORTE,27.0,TARJETA
VJ000086,patineta,2025-08-11,07:44,17.3,2.57,2.5,sur,29.0,TARJETA
VJ001539, Bicicleta,2025-07-08,06:24,24.5,3.45,3.47,CENTRO,29.0,efectivo
